ST,PUMA,YEAR,Telework
39,2800,2013,0.031633535
39,4104,2013,0.063785506
39,5401,2013,0.045348984
39,5600,2013,0.04325652
39,4103,2013,0.052926319
39,1400,2013,0.031470139
39,5301,2013,0.037245175
23,100,2011,0.060808744
24,1105,2011,0.027729883
24,300,2011,0.056488033
32,505,2011,0.01315255
32,511,2011,0.031041886
32,507,2011,0.042430238
34,1105,2011,0.057795699
34,1404,2011,0.024425007
37,3500,2012,0.031670542
37,1500,2012,0.063682316
37,1207,2012,0.105942527
37,2400,2012,0.034833394
37,4800,2012,0.033644407
22,1300,2015,0.020433767
22,1400,2015,0.011312724
53,10800,2016,0.052350596
53,11501,2016,0.037745313
51,59301,2016,0.042540185
51,51010,2016,0.038620846
51,59308,2016,0.086709494
51,10702,2016,0.080381831
51,51245,2016,0.045565852
18,102,2016,0.021289355
18,1900,2016,0.034889934
18,500,2016,0.024096134
51,51084,2016,0.035442005
19,2100,2016,0.035380231
20,900,2016,0.024968425
39,908,2015,0.026516267
39,5503,2015,0.022795772
39,2500,2015,0.016931416
39,904,2015,0.027465747
39,4800,2015,0.011096664
40,400,2015,0.030336504
41,1200,2015,0.061179088
41,500,2015,0.067921776
6,6501,2018,0.02479232
6,103,2018,0.110536158
6,7312,2018,0.050537167
6,6507,2018,0.046936226
6,8505,2018,0.021362637
6,8103,2018,0.052998368
6,3707,2018,0.016745018
6,7703,2018,0.049002523
6,2500,2018,0.082234548
6,3740,2018,0.024077099
6,8513,2018,0.04421756
6,7102,2018,0.090012117
16,100,2017,0.076142132
17,900,2017,0.041210745
17,3422,2017,0.023982002
17,3410,2017,0.036547508
17,3306,2017,0.079179943
17,2200,2017,0.028503527
17,3105,2017,0.034091866
17,1300,2017,0.03837496
17,104,2017,0.050772319
17,2400,2017,0.024504151
37,1202,2018,0.10857337
37,800,2018,0.066751281
37,2600,2018,0.026875487
37,1205,2018,0.07890242
37,4600,2018,0.059963625
6,7606,2005,0.017465997
6,6124,2005,0.032943809
48,2315,2010,0.038770935
34,1203,2011,0.058475963
6,8101,2018,0.033442048
16,702,2017,0.057788104
24,1103,2007,0.039603358
24,1004,2007,0.085013348
24,1002,2007,0.032126635
24,505,2007,0.029709274
24,601,2007,0.042754589
39,3200,2007,0.046388986
39,3500,2007,0.021429222
39,3700,2007,0.016487509
39,3105,2007,0.046053078
39,1800,2007,0.053614458
39,2900,2007,0.026960749
39,1202,2007,0.01702822
1,1100,2007,0.027458267
1,300,2007,0.012633644
2,300,2007,0.070811181
4,600,2007,0.034981774
4,106,2007,0.059811006
34,304,2007,0.034963533
34,302,2007,0.016091703
34,2302,2007,0.038832182
34,1902,2007,0.025367526
34,2104,2007,0.04344789
34,1105,2007,0.036508721
36,2602,2007,0.043912411
36,901,2007,0.033950384
36,1300,2007,0.034173383
36,3501,2007,0.064474584
36,4101,2007,0.033310225
36,300,2007,0.044762426
36,402,2007,0.036690727
36,1604,2007,0.012240135
13,3400,2008,0.031854126
13,3700,2008,0.019123218
13,100,2008,0.023832221
45,700,2008,0.023472613
45,1500,2008,0.037059977
46,300,2008,0.056145163
55,2400,2008,0.031950124
55,2003,2008,0.011673541
55,1700,2008,0.04569823
4,106,2009,0.068796162
27,1302,2007,0.031993161
27,2500,2007,0.082528519
27,1406,2007,0.062724918
27,300,2007,0.065603143
27,1502,2007,0.031569446
28,1000,2007,0.021130029
18,300,2005,0.039745454
18,1700,2005,0.038931262
18,100,2005,0.01556511
25,3600,2005,0.056122236
9,1900,2008,0.017475765
9,1100,2008,0.021223579
47,1100,2008,0.020299836
45,502,2012,0.055538819
45,1400,2012,0.053552232
12,7300,2012,0.029351853
12,8610,2012,0.067594965
12,10504,2012,0.030026138
12,9502,2012,0.057001914
12,8101,2012,0.054224407
12,9509,2012,0.03676657
12,8617,2012,0.018004321
5,500,2010,0.049702559
18,3300,2014,0.021533998
18,3400,2014,0.020550011
18,500,2014,0.038848997
18,3600,2014,0.034744802
18,300,2014,0.032928864
19,1900,2014,0.052953402
19,1100,2014,0.055709656
2,200,2014,0.04903819
4,204,2014,0.067958594
4,205,2014,0.03814357
45,501,2014,0.037310676
45,603,2014,0.0411677
16,1200,2016,0.047578554
16,800,2016,0.055237412
17,3208,2016,0.043110479
17,2200,2016,0.042998914
17,1001,2016,0.035610341
17,1900,2016,0.031442536
17,3307,2016,0.020903404
34,701,2017,0.018825987
24,505,2017,0.018274094
24,1007,2017,0.066796662
24,601,2017,0.065336215
53,10800,2018,0.042652749
53,10502,2018,0.074491436
54,100,2018,0.042692532
54,400,2018,0.046116792
55,70101,2017,0.041372494
55,2500,2017,0.050764093
30,200,2006,0.053285331
31,801,2006,0.045739441
31,902,2006,0.033576754
1,2300,2006,0.018620618
1,1800,2006,0.01590387
1,300,2006,0.016289914
,11,2002,0.041852478
,12,2002,0.035122717
53,1300,2010,0.028369625
53,1202,2010,0.023471069
36,3000,2008,0.031142729
36,3702,2008,0.02184812
36,1003,2008,0.032097116
36,1604,2008,0.011549542
36,1001,2008,0.028852599
36,4206,2008,0.023148691
37,2500,2009,0.022955338
37,2701,2009,0.079546063
37,1500,2009,0.042027678
18,1500,2014,0.024287897
1,100,2006,0.017514395
8,822,2008,0.144291554
8,101,2008,0.103741629
8,904,2008,0.053803272
54,1100,2009,0.025891706
55,1500,2009,0.028855458
55,100,2009,0.050981948
55,1100,2009,0.023666976
25,4200,2007,0.028922379
25,2800,2007,0.025652839
25,2100,2007,0.026519072
8,820,2007,0.050182048
8,808,2007,0.047988946
8,903,2007,0.040636341
8,807,2007,0.038554489
8,901,2007,0.100373272
22,100,2013,0.032921484
22,600,2013,0.013308164
22,1501,2013,0.040439555
22,1502,2013,0.025220831
22,2400,2013,0.039955737
22,300,2013,0.03134706
22,1600,2013,0.031167001
34,1503,2013,0.029869803
34,102,2013,0.019497079
34,1201,2013,0.025151025
34,1102,2013,0.083969903
34,101,2013,0.01781902
34,1203,2013,0.076161598
45,202,2011,0.031505426
47,900,2011,0.024148547
47,2900,2011,0.075516525
47,1900,2011,0.016289069
47,1800,2011,0.028413621
47,700,2011,0.041892187
47,2400,2011,0.112633891
1,301,2013,0.018463635
1,200,2013,0.034677524
1,2000,2013,0.020430906
1,1302,2013,0.036548543
1,1000,2013,0.031804708
53,10501,2014,0.031735928
53,10200,2014,0.068526713
32,413,2015,0.03739417
34,1205,2015,0.037821253
34,1902,2015,0.041647025
34,902,2015,0.035996633
34,1501,2015,0.03702346
12,5704,2016,0.070520988
12,5702,2016,0.083417543
12,1103,2016,0.039237068
12,12703,2016,0.058803814
12,1111,2016,0.072586436
12,9701,2016,0.029004396
12,8623,2016,0.050001894
12,7104,2016,0.044238799
33,900,2014,0.035316865
34,904,2014,0.036589959
34,906,2014,0.051791025
34,1204,2014,0.057259669
34,2103,2014,0.02952781
34,2302,2014,0.114770097
34,307,2014,0.031147152
34,1503,2018,0.05596937
1,1301,2013,0.005937641
16,300,2005,0.045487144
17,3202,2005,0.036219081
17,400,2005,0.028761307
,41,2001,0.05377417
,40000,2004,0.033525339
44,700,2007,0.059714531
45,1600,2007,0.029871689
45,100,2007,0.018351809
46,200,2007,0.089289443
46,700,2007,0.027201706
27,900,2010,0.042427867
28,400,2010,0.016690191
28,1200,2010,0.015143483
28,700,2010,0.018920813
9,1500,2011,0.021512548
49,3001,2012,0.033378316
51,51135,2012,0.043651251
51,51245,2012,0.035340786
51,51095,2012,0.024837783
51,51045,2012,0.034341457
51,51235,2012,0.042142681
51,51224,2012,0.032121916
13,2800,2013,0.030486707
13,3900,2013,0.040994716
13,2004,2013,0.050644718
13,4000,2013,0.014329221
15,306,2013,0.029748386
16,1300,2013,0.047875964
16,702,2013,0.041999514
16,900,2013,0.021993816
54,700,2014,0.028345493
55,2400,2014,0.041056761
55,41002,2014,0.036127857
55,1500,2014,0.022290618
12,2300,2015,0.048401353
12,12701,2015,0.045101405
12,12100,2015,0.023520666
12,904,2015,0.049844788
12,9902,2015,0.068820085
12,3500,2015,0.09829942
12,12702,2015,0.058757357
12,1701,2015,0.072622707
12,9502,2015,0.062307799
12,11102,2015,0.031858218
12,9910,2015,0.07913445
20,1500,2017,0.036947368
20,603,2017,0.057931493
20,1200,2017,0.045845732
21,400,2017,0.032874686
13,1001,2016,0.063091257
13,1700,2016,0.102010168
13,2200,2016,0.01718767
13,1400,2016,0.03387372
13,3001,2016,0.067613763
29,1500,2017,0.024675469
29,300,2017,0.068146366
29,1901,2017,0.044265325
29,1802,2017,0.03073744
29,2500,2017,0.038670243
40,601,2018,0.096454258
40,300,2018,0.020127689
40,701,2018,0.03517849
26,1704,2018,0.036791689
41,300,2006,0.074283852
41,1306,2006,0.034294119
,56000,2003,0.0468046
36,2201,2005,0.02694589
36,1501,2005,0.016631705
36,3810,2005,0.096719043
36,3201,2005,0.060246417
36,4207,2005,0.016299982
36,3705,2005,0.049080769
36,3804,2005,0.011715857
36,600,2005,0.020079774
36,1100,2005,0.032888676
8,1000,2011,0.06974035
8,101,2011,0.083347079
13,2900,2012,0.02552145
13,3004,2012,0.076936154
13,1008,2012,0.031801854
13,6002,2012,0.028297207
55,1000,2012,0.034091464
21,1200,2016,0.042078345
21,1703,2016,0.05983955
21,2200,2016,0.020028415
21,2100,2016,0.056231144
21,1800,2016,0.039812224
21,2600,2016,0.053661755
37,1207,2014,0.091973714
37,3300,2014,0.04807275
37,400,2014,0.029717348
37,2000,2014,0.026674874
37,2100,2014,0.009055579
37,4800,2014,0.028567945
37,3107,2014,0.05289861
37,1701,2014,0.045219776
13,100,2015,0.038271261
13,5002,2015,0.017509182
13,1400,2015,0.02554432
13,2400,2015,0.083184381
13,3400,2015,0.045077665
29,2002,2017,0.05509182
31,903,2018,0.070189304
31,702,2018,0.047038043
32,407,2018,0.057719498
32,408,2018,0.043138216
55,1400,2013,0.039203468
55,41003,2013,0.033015873
13,4200,2014,0.032618651
13,2500,2014,0.024032176
13,4001,2014,0.068884566
13,1200,2014,0.036999131
13,4002,2014,0.062710406
13,4400,2014,0.048396237
16,600,2014,0.113552118
16,1000,2014,0.035537613
16,300,2014,0.084290478
16,701,2014,0.0886027
17,1701,2014,0.024518577
17,3204,2014,0.065716931
17,3529,2014,0.059056977
17,3522,2014,0.044245248
17,3102,2014,0.019469898
17,3410,2014,0.043366466
17,3008,2014,0.0200432
11,101,2017,0.101303225
12,1108,2017,0.060137869
12,10102,2017,0.047080105
12,5701,2017,0.056287683
12,3301,2017,0.047223279
12,1101,2017,0.083938143
12,3101,2017,0.037527252
12,8619,2017,0.03563642
12,9902,2017,0.084129622
12,8603,2017,0.025673742
12,102,2017,0.056095256
12,8608,2017,0.075732142
12,6903,2017,0.068521889
12,8617,2017,0.084894614
12,9501,2017,0.051726254
12,8103,2017,0.116014901
12,11703,2017,0.071400806
12,5301,2017,0.074597045
36,3709,2018,0.028997438
36,100,2018,0.022081247
36,702,2018,0.054570873
36,3804,2018,0.044781441
36,2201,2018,0.028722671
36,2202,2018,0.027045123
36,4016,2018,0.037226723
36,2702,2018,0.089947384
36,3211,2018,0.045646456
36,3801,2018,0.069592241
42,3601,2015,0.026628492
42,1801,2015,0.030402188
42,3203,2015,0.028744268
42,2702,2015,0.021338665
42,101,2015,0.025595763
42,3301,2015,0.048258597
42,2500,2015,0.040424267
26,2300,2017,0.047486362
26,1100,2017,0.048990353
26,3211,2017,0.038832212
26,2907,2017,0.045827568
27,1403,2017,0.044866768
27,2100,2017,0.059499108
27,1000,2017,0.063946059
27,600,2017,0.064972969
8,821,2016,0.094190622
8,4101,2016,0.062443886
8,813,2016,0.111496262
9,101,2016,0.088127755
9,902,2016,0.030984615
9,100,2016,0.065925853
8,804,2016,0.092604649
17,1202,2011,0.03311425
17,3404,2011,0.044192258
17,3505,2011,0.025379383
17,3411,2011,0.0281335
17,500,2011,0.050076813
28,900,2011,0.016454627
9,500,2014,0.06546388
11,104,2014,0.015914557
12,7301,2014,0.023028782
12,9505,2014,0.04091763
12,6902,2014,0.054442037
12,11300,2014,0.0473201
12,9509,2014,0.04151557
12,9701,2014,0.044924742
12,1105,2014,0.036883482
12,9506,2014,0.036810417
47,1100,2014,0.040990991
47,1900,2014,0.025142236
47,2502,2014,0.054124463
47,2505,2014,0.076066028
26,2800,2015,0.049809058
26,2907,2015,0.028881564
26,2905,2015,0.070218409
26,3100,2015,0.026755949
26,2400,2015,0.048864773
27,1800,2015,0.059870191
24,1204,2015,0.061183697
24,801,2015,0.050857373
44,102,2015,0.019037294
45,602,2015,0.034973278
25,4800,2015,0.112397134
25,3603,2015,0.019402831
25,4500,2015,0.014454567
25,4000,2015,0.006713646
25,302,2015,0.048841047
25,4303,2015,0.042300156
22,102,2008,0.013629137
49,505,2006,0.019789801
22,2500,2014,0.01248299
22,300,2014,0.035379175
22,900,2014,0.019655001
22,1501,2014,0.019610933
8,200,2010,0.052190676
8,810,2010,0.035557987
8,600,2010,0.069036512
8,103,2010,0.044967735
8,805,2009,0.058450322
8,822,2009,0.104356296
8,502,2009,0.040847227
8,807,2009,0.034367319
8,904,2009,0.055717834
8,814,2009,0.075095145
25,4600,2011,0.050827541
25,3800,2011,0.022856023
26,2502,2011,0.022494392
26,3500,2011,0.037387331
26,2100,2011,0.039517079
26,1800,2011,0.013873148
26,200,2011,0.030018806
26,3806,2011,0.012763757
26,2501,2011,0.04978508
39,501,2011,0.024460582
39,901,2011,0.018431559
39,1102,2011,0.037451556
17,3203,2010,0.037898136
17,600,2010,0.046257595
17,3515,2010,0.045656702
17,3001,2010,0.05735495
17,3104,2010,0.056094115
17,3006,2010,0.054755375
17,3516,2010,0.042136267
17,3004,2010,0.062433142
41,1316,2016,0.044252932
41,1301,2016,0.077578105
48,3801,2018,0.029648691
48,5907,2018,0.035947327
48,2320,2018,0.013063357
48,4905,2018,0.087176383
48,5910,2018,0.037803606
48,2002,2018,0.037717437
48,4636,2018,0.064279017
48,4610,2018,0.027925889
48,4702,2018,0.040775151
48,4501,2018,0.067637282
48,501,2018,0.051613477
48,3305,2018,0.026890019
48,4629,2018,0.041569902
48,4612,2018,0.036074739
34,101,2018,0.029490562
34,2001,2018,0.032372281
34,1102,2018,0.044858536
34,1201,2018,0.054905746
34,1103,2018,0.053082225
35,804,2018,0.047408728
35,1001,2018,0.046571961
1,1500,2017,0.024645972
1,1700,2017,0.021202136
1,900,2017,0.039919952
4,201,2017,0.045209809
4,203,2017,0.04858151
4,101,2017,0.089647622
4,130,2017,0.069519457
25,303,2018,0.075419121
25,1400,2018,0.10372168
25,4700,2018,0.068928091
2,400,2005,0.0444132
4,117,2005,0.032711791
4,900,2005,0.048993638
51,1500,2009,0.067189539
51,3100,2009,0.036035334
51,400,2009,0.033453415
53,500,2009,0.043732694
53,2101,2009,0.054368079
15,306,2011,0.042749463
16,900,2011,0.03563903
12,2203,2007,0.035533065
12,3400,2007,0.036335569
12,4008,2007,0.046943645
12,1700,2007,0.045228911
12,4003,2007,0.015032638
51,2300,2007,0.032453647
51,3300,2007,0.035052579
51,1100,2007,0.041935052
51,1600,2007,0.046512057
27,300,2008,0.056462683
27,1303,2008,0.051026172
49,11002,2013,0.045114326
51,51045,2013,0.036968968
51,51080,2013,0.043936365
51,55001,2013,0.015283954
51,51105,2013,0.037728893
17,3203,2018,0.063425533
17,3414,2018,0.064015955
17,3408,2018,0.021722917
17,3209,2018,0.089875161
18,500,2018,0.045899086
18,103,2018,0.029187305
18,2500,2018,0.027434747
32,506,2010,0.036482366
13,4400,2018,0.060898402
13,3001,2018,0.06933367
13,1300,2018,0.020399976
13,3300,2018,0.111221821
13,200,2018,0.033244087
13,4001,2018,0.042436391
37,2000,2017,0.028468593
37,3104,2017,0.094415906
37,1202,2017,0.088653729
37,1000,2017,0.007497274
37,2201,2017,0.157205177
37,2900,2017,0.060325353
37,5003,2017,0.026173851
39,400,2017,0.022537563
39,2200,2017,0.035858202
39,2300,2017,0.018863984
39,906,2017,0.026637346
39,4103,2017,0.057927242
37,2500,2017,0.062498162
48,3302,2016,0.02350081
48,5204,2016,0.096212275
48,100,2016,0.011597204
48,3802,2016,0.049157993
48,5303,2016,0.049224051
48,4624,2016,0.048735317
48,2508,2016,0.030411575
48,4503,2016,0.103980045
48,6602,2016,0.014916073
48,4626,2016,0.040641192
48,4616,2016,0.051094054
48,5913,2016,0.020551802
48,4602,2016,0.024142548
48,4634,2016,0.028895676
48,6802,2016,0.079367911
11,104,2016,0.026701674
37,3103,2015,0.045236761
37,1400,2015,0.084707189
37,3800,2015,0.024514968
37,800,2015,0.042421015
37,1203,2015,0.076290917
37,1205,2015,0.072023007
37,3106,2015,0.060803366
34,905,2016,0.022544934
34,1800,2016,0.025223211
34,1403,2016,0.093484947
34,502,2016,0.024623755
35,804,2016,0.047319187
35,801,2016,0.039836547
55,1300,2005,0.039797829
55,900,2005,0.022787674
50,400,2006,0.048043361
8,300,2005,0.077007467
8,815,2005,0.055375364
9,2300,2005,0.062605607
,35,2000,0.043566583
27,2600,2012,0.041101542
25,4700,2013,0.045315493
25,1901,2013,0.035778067
25,4000,2013,0.020836504
25,3304,2013,0.021511214
25,502,2013,0.0321809
26,2907,2013,0.066937879
26,1802,2013,0.032848843
26,3003,2013,0.031707688
19,600,2012,0.052569013
20,700,2012,0.060206111
20,602,2012,0.040966608
21,2600,2012,0.022928743
21,600,2012,0.027687685
21,2800,2012,0.017469019
21,2400,2012,0.018316741
21,800,2012,0.012800655
21,1100,2012,0.012758044
21,300,2012,0.022295816
45,502,2017,0.042136456
45,604,2017,0.038132493
45,101,2017,0.045652049
36,1500,2014,0.042264125
36,600,2014,0.028649802
36,4113,2014,0.008253026
36,3902,2014,0.059860214
36,3212,2014,0.056636094
36,3710,2014,0.035986321
36,3207,2014,0.03234424
31,902,2017,0.043000066
32,409,2017,0.024633696
32,402,2017,0.022505341
13,600,2017,0.03303536
13,100,2017,0.028098856
13,1002,2017,0.139416984
13,2500,2017,0.043257066
15,308,2017,0.01489014
15,200,2017,0.088884423
15,303,2017,0.051549865
1,2100,2018,0.028770877
2,400,2018,0.044180849
4,115,2018,0.079145112
4,129,2018,0.10124647
29,800,2009,0.04230663
29,100,2009,0.081030242
29,1705,2009,0.098056429
18,1800,2010,0.022245059
18,2305,2010,0.039144548
18,202,2010,0.011965031
18,3400,2010,0.034133961
22,300,2010,0.013524053
22,1200,2010,0.029079559
35,804,2015,0.039877769
27,400,2013,0.050448503
27,1201,2013,0.071100883
1,2000,2018,0.032766027
,13000,2004,0.035818027
53,1004,2005,0.060278706
53,1300,2005,0.023528738
53,2003,2005,0.102278598
53,1801,2005,0.038709074
53,902,2005,0.024908679
53,2101,2005,0.050780512
37,3200,2005,0.023380068
37,1100,2005,0.022828683
37,300,2005,0.032626332
28,1300,2006,0.020579841
28,700,2006,0.00789132
,54,2000,0.022281459
,2,2002,0.044423257
,11000,2004,0.037802582
22,2001,2011,0.03215244
22,1804,2011,0.044515002
22,1000,2011,0.029056833
44,200,2005,0.015784062
35,700,2012,0.039799589
10,104,2015,0.038401965
53,11607,2013,0.077131336
53,11101,2013,0.050907158
53,10501,2013,0.039389873
53,11200,2013,0.033110052
25,300,2017,0.070137068
25,2800,2017,0.042467164
25,3306,2017,0.026409672
24,1005,2018,0.046753461
24,601,2018,0.051738686
41,1320,2017,0.076728901
32,506,2005,0.043471531
26,1900,2006,0.033242977
26,300,2006,0.058534836
26,3801,2006,0.049601815
26,3900,2006,0.021703522
26,3200,2006,0.067259285
40,1301,2006,0.041952507
21,1705,2010,0.013669139
41,100,2010,0.060437257
41,1000,2010,0.059799552
41,1308,2010,0.05353989
2,102,2006,0.038331929
32,102,2013,0.074197612
32,402,2013,0.028782523
33,300,2013,0.029570176
33,600,2013,0.062693054
9,2300,2009,0.070529544
9,2200,2009,0.046803816
4,102,2010,0.060804293
4,116,2010,0.055823029
4,600,2010,0.038570989
45,2102,2009,0.045850726
18,3400,2009,0.026930049
18,400,2009,0.021944262
36,3201,2011,0.073011713
36,100,2011,0.046103183
36,4011,2011,0.053191019
36,4114,2011,0.017328739
36,4201,2011,0.071646611
36,3506,2011,0.045166358
5,1600,2012,0.023273808
5,100,2012,0.054657835
24,200,2006,0.029263938
24,804,2006,0.027904944
25,1200,2006,0.016012559
25,400,2006,0.044253859
25,700,2006,0.019393227
5,1200,2007,0.035593276
31,902,2013,0.044197918
31,100,2013,0.070478676
31,200,2013,0.056039067
31,300,2013,0.041906418
5,300,2018,0.048036959
5,800,2018,0.07197246
5,1700,2018,0.019450639
54,700,2017,0.015610193
18,300,2007,0.033124544
29,2100,2008,0.048424452
29,700,2008,0.064656974
5,800,2005,0.054327773
5,1800,2005,0.016776401
33,500,2005,0.043822899
35,1000,2010,0.03442565
35,601,2010,0.048522143
22,2200,2012,0.035504305
22,1700,2012,0.047986914
24,801,2012,0.035037534
24,505,2012,0.014753934
24,200,2012,0.054079778
24,1005,2012,0.031994004
37,2000,2007,0.016361784
37,2702,2007,0.047794806
37,904,2007,0.034231638
37,1400,2007,0.037681853
37,903,2007,0.017631982
37,100,2007,0.018014921
38,300,2007,0.090595441
8,819,2012,0.046818047
8,900,2012,0.083483235
9,102,2012,0.037365003
9,905,2012,0.018806606
9,104,2012,0.007678611
49,100,2005,0.030582045
49,502,2005,0.049166855
46,500,2014,0.060543401
46,100,2014,0.031946467
27,1403,2016,0.042254488
27,1304,2016,0.065602937
27,1900,2016,0.042631459
42,1200,2018,0.043036517
42,1100,2018,0.052060511
42,3208,2018,0.033918701
42,3105,2018,0.044496794
42,3301,2018,0.080032705
19,2200,2018,0.063104146
19,1700,2018,0.051873363
20,100,2018,0.074375237
21,1705,2018,0.04499349
,18000,2004,0.031254391
1,1800,2012,0.025130184
1,800,2012,0.047374722
1,2702,2012,0.042253837
37,2400,2011,0.026376302
37,4000,2011,0.067218918
37,1100,2011,0.031180645
37,201,2011,0.048213734
37,1601,2011,0.027298769
37,4200,2011,0.106407476
37,902,2011,0.031667335
21,1800,2014,0.074019521
21,500,2014,0.031646647
55,800,2018,0.060394604
55,1000,2018,0.041978823
5,200,2017,0.040967182
5,600,2017,0.050265316
22,2401,2018,0.041117964
22,2300,2018,0.034024913
29,1901,2018,0.017902518
29,1200,2018,0.064176451
54,300,2006,0.040313005
47,2202,2005,0.016240188
47,1302,2005,0.042698321
19,1900,2005,0.03523661
19,1700,2005,0.042677862
20,100,2005,0.045307512
19,300,2010,0.068035058
20,700,2010,0.051800956
20,800,2010,0.030485107
20,1300,2010,0.043599028
35,400,2011,0.104323412
