ST,CO,RINT,ROFE,ROPA,RmART,RMCOLL,RmCOLL,RLOC,RTOT,UINT,UOFE,UOPA,UmART,UMCOLL,UmCOLL,ULOC,UTOT,YEAR
5.00,93.00,680653.79,0.00,118597.75,69760.15,251501.92,RmCOLL,RLOC,RTOT,190200.00,0.00,31543.51,216067.28,99504.75,1686.69,ULOC,UTOT,2016.00
5.00,95.00,379507.52,0.00,129166.30,13461.04,102472.92,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,97.00,0.00,0.00,99462.82,105793.01,51278.73,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,99.00,349407.00,0.00,0.00,111268.08,99646.97,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,101.00,0.00,0.00,23536.68,67620.93,97085.46,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,103.00,0.00,0.00,209121.25,80875.13,108599.11,RmCOLL,RLOC,RTOT,0.00,0.00,65589.43,83859.01,35511.28,83.23,ULOC,UTOT,2016.00
5.00,105.00,0.00,0.00,21294.29,150829.09,68169.05,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,107.00,0.00,0.00,133985.04,0.00,96125.76,RmCOLL,RLOC,RTOT,0.00,0.00,74346.63,72457.90,26986.60,663.18,ULOC,UTOT,2016.00
5.00,109.00,0.00,0.00,0.00,190966.67,62253.10,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,111.00,311053.04,0.00,102758.81,220561.67,106926.00,RmCOLL,RLOC,RTOT,24936.00,0.00,0.00,51055.86,15665.99,0.00,ULOC,UTOT,2016.00
5.00,113.00,0.00,0.00,200161.65,22688.55,100164.28,RmCOLL,RLOC,RTOT,0.00,0.00,55748.93,29385.37,22552.07,596.52,ULOC,UTOT,2016.00
5.00,115.00,479575.28,0.00,0.00,86429.09,235206.98,RmCOLL,RLOC,RTOT,333349.82,0.00,183677.05,302835.09,162508.52,1695.70,ULOC,UTOT,2016.00
5.00,117.00,629947.68,0.00,26426.35,171186.20,94452.19,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,119.00,149821.32,0.00,39342.76,100457.36,97083.31,RmCOLL,RLOC,RTOT,5841755.42,1100515.58,1709275.09,2639884.53,950976.10,2203.80,ULOC,UTOT,2016.00
5.00,121.00,0.00,0.00,110862.60,75682.18,80487.44,RmCOLL,RLOC,RTOT,0.00,0.00,53913.84,59091.65,5770.72,442.90,ULOC,UTOT,2016.00
5.00,123.00,1379297.37,0.00,88034.43,2416.72,131077.49,RmCOLL,RLOC,RTOT,143936.45,0.00,24152.85,108856.45,15727.48,3404.27,ULOC,UTOT,2016.00
5.00,125.00,211616.79,0.00,172489.80,186543.09,113560.36,RmCOLL,RLOC,RTOT,1210885.19,0.00,19110.00,692187.59,152308.23,12780.76,ULOC,UTOT,2016.00
5.00,127.00,0.00,0.00,201210.04,3880.80,90084.83,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,129.00,0.00,0.00,194997.91,24315.08,51693.13,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,131.00,0.00,0.00,113363.61,134196.80,204364.47,RmCOLL,RLOC,RTOT,485069.00,30754.09,852078.57,635264.65,233479.84,14134.37,ULOC,UTOT,2016.00
5.00,133.00,0.00,0.00,196409.44,81625.13,65193.89,RmCOLL,RLOC,RTOT,0.00,0.00,48895.02,21078.01,8424.98,814.15,ULOC,UTOT,2016.00
5.00,135.00,0.00,0.00,270006.51,11162.19,96762.27,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,137.00,0.00,0.00,0.00,148213.72,107837.54,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,139.00,0.00,0.00,394510.21,30223.24,199637.13,RmCOLL,RLOC,RTOT,0.00,104648.95,138548.04,136341.79,77740.87,3575.88,ULOC,UTOT,2016.00
5.00,141.00,0.00,0.00,286937.14,13780.58,194748.05,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,143.00,320748.96,0.00,138599.82,199416.22,197173.17,RmCOLL,RLOC,RTOT,988247.30,98446.80,1186994.39,1134525.97,689895.73,19855.27,ULOC,UTOT,2016.00
5.00,145.00,0.00,438543.07,170356.46,199293.28,360793.96,RmCOLL,RLOC,RTOT,0.00,350726.83,124494.04,247427.64,158044.34,1466.82,ULOC,UTOT,2016.00
5.00,147.00,0.00,0.00,0.00,118438.93,69808.60,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,149.00,0.00,0.00,72637.66,232692.50,107142.65,RmCOLL,RLOC,RTOT,0.00,0.00,34865.34,25903.56,4178.10,123.26,ULOC,UTOT,2016.00
6.00,1.00,1657629.65,0.00,200078.69,122317.26,427444.90,RmCOLL,RLOC,RTOT,20069382.50,2154546.50,5714102.16,5205106.93,2459304.89,30872.78,ULOC,UTOT,2016.00
6.00,3.00,0.00,0.00,74962.70,53340.78,28014.14,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
6.00,5.00,0.00,0.00,511966.10,110613.17,180141.65,RmCOLL,RLOC,RTOT,0.00,0.00,126629.35,31944.29,35426.49,3013.35,ULOC,UTOT,2016.00
6.00,7.00,0.00,0.00,939421.29,278568.51,263466.57,RmCOLL,RLOC,RTOT,0.00,95616.10,1317196.26,644631.34,478628.25,7657.68,ULOC,UTOT,2016.00
6.00,9.00,0.00,0.00,286317.48,350894.19,210941.85,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,62858.71,29495.56,3492.28,ULOC,UTOT,2016.00
6.00,11.00,928245.00,0.00,244413.58,39357.38,116795.67,RmCOLL,RLOC,RTOT,106066.70,0.00,39663.95,11025.04,8151.22,0.00,ULOC,UTOT,2016.00
6.00,13.00,0.00,13412.05,525660.69,181658.65,98469.06,RmCOLL,RLOC,RTOT,7581989.51,5317366.45,4226144.92,3092782.11,1824596.41,5264.84,ULOC,UTOT,2016.00
6.00,15.00,0.00,0.00,352171.31,27572.50,58628.55,RmCOLL,RLOC,RTOT,0.00,0.00,110375.45,14598.10,117446.98,0.00,ULOC,UTOT,2016.00
6.00,17.00,0.00,191525.25,417995.98,561372.41,143973.25,RmCOLL,RLOC,RTOT,0.00,942197.30,658289.53,870926.45,403588.29,9340.83,ULOC,UTOT,2016.00
6.00,19.00,2593998.50,0.00,932621.95,831649.87,1346003.58,RmCOLL,RLOC,RTOT,0.00,5666537.25,2506581.78,3347891.27,1755404.87,37740.43,ULOC,UTOT,2016.00
6.00,21.00,621864.70,0.00,81409.45,181181.68,192116.04,RmCOLL,RLOC,RTOT,168910.80,0.00,44715.13,46181.42,72516.89,1660.73,ULOC,UTOT,2016.00
6.00,23.00,0.00,0.00,981919.93,156021.69,334544.31,RmCOLL,RLOC,RTOT,0.00,0.00,1055681.97,344085.26,214831.71,1185.05,ULOC,UTOT,2016.00
6.00,25.00,1403873.85,0.00,1288952.72,552918.86,399351.55,RmCOLL,RLOC,RTOT,158616.90,0.00,709525.02,325505.74,248991.08,13425.39,ULOC,UTOT,2016.00
6.00,27.00,0.00,0.00,857537.11,173933.80,450730.53,RmCOLL,RLOC,RTOT,0.00,0.00,74733.08,0.00,56476.55,4176.13,ULOC,UTOT,2016.00
6.00,29.00,3682987.30,2781916.65,1622099.64,1757583.40,1116146.38,RmCOLL,RLOC,RTOT,0.00,3808144.65,3567221.04,2613522.50,1201464.79,26226.85,ULOC,UTOT,2016.00
6.00,31.00,879192.50,153156.25,506187.25,479257.68,338720.72,RmCOLL,RLOC,RTOT,95394.00,401596.65,187979.79,470581.46,323165.51,0.00,ULOC,UTOT,2016.00
6.00,33.00,0.00,0.00,413643.10,277915.62,308439.56,RmCOLL,RLOC,RTOT,0.00,0.00,172858.85,224988.27,233327.25,2631.66,ULOC,UTOT,2016.00
6.00,35.00,0.00,0.00,583801.06,160791.10,217638.14,RmCOLL,RLOC,RTOT,0.00,0.00,42234.97,29660.34,49691.06,556.23,ULOC,UTOT,2016.00
6.00,37.00,1848520.00,18080.00,2645257.69,298370.94,1520586.28,RmCOLL,RLOC,RTOT,62819141.90,37166695.26,49666368.04,42380579.34,13335595.15,51457.78,ULOC,UTOT,2016.00
6.00,39.00,0.00,1163743.50,889511.00,312253.65,401903.97,RmCOLL,RLOC,RTOT,0.00,726665.25,96544.28,389202.77,203259.28,3960.28,ULOC,UTOT,2016.00
6.00,41.00,0.00,134320.00,0.00,134653.08,510753.78,RmCOLL,RLOC,RTOT,480836.00,3980757.50,599585.42,755885.88,765020.37,14010.54,ULOC,UTOT,2016.00
6.00,43.00,0.00,0.00,247619.71,92214.44,56899.73,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
6.00,45.00,0.00,3968.00,1000951.20,544621.35,370543.03,RmCOLL,RLOC,RTOT,0.00,0.00,469336.55,214137.44,295296.54,3442.01,ULOC,UTOT,2016.00
6.00,47.00,1076876.70,658654.50,1054456.68,474472.17,585993.19,RmCOLL,RLOC,RTOT,0.00,1224850.75,688433.56,545932.64,334964.86,11026.07,ULOC,UTOT,2016.00
6.00,49.00,0.00,0.00,146899.09,69446.30,212375.59,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
6.00,51.00,0.00,0.00,535511.75,154906.96,112395.66,RmCOLL,RLOC,RTOT,0.00,0.00,46467.88,63192.34,26828.62,4954.01,ULOC,UTOT,2016.00
6.00,53.00,0.00,1791628.45,282228.30,391201.40,439995.07,RmCOLL,RLOC,RTOT,0.00,2568931.03,1682449.79,687273.32,1239467.39,24501.20,ULOC,UTOT,2016.00
6.00,55.00,0.00,0.00,169457.00,528817.40,270127.83,RmCOLL,RLOC,RTOT,0.00,499090.00,647938.48,324189.69,333980.68,1330.45,ULOC,UTOT,2016.00
6.00,57.00,486118.25,0.00,333921.95,90366.68,104775.61,RmCOLL,RLOC,RTOT,392592.45,0.00,485788.25,182038.25,274800.57,7424.00,ULOC,UTOT,2016.00
6.00,59.00,0.00,0.00,0.00,0.00,19845.87,RmCOLL,RLOC,RTOT,18239241.40,16603718.07,21070512.49,10464436.41,2717702.46,0.00,ULOC,UTOT,2016.00
6.00,61.00,1076335.20,0.00,157093.47,343244.76,277610.68,RmCOLL,RLOC,RTOT,2736698.10,686497.39,1116913.77,1293292.30,856029.78,35746.09,ULOC,UTOT,2016.00
6.00,63.00,0.00,0.00,0.00,432136.67,264019.76,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
6.00,65.00,3803459.90,0.00,466758.55,1463461.18,1220903.03,RmCOLL,RLOC,RTOT,15472214.85,8032175.40,5739038.95,9376024.51,6254401.34,20412.11,ULOC,UTOT,2016.00
6.00,67.00,669477.80,365954.80,239321.27,338825.04,333040.54,RmCOLL,RLOC,RTOT,5458171.65,8193954.70,7114846.23,3404062.34,2782667.80,97519.22,ULOC,UTOT,2016.00
6.00,69.00,0.00,335857.15,451010.47,124014.04,83609.93,RmCOLL,RLOC,RTOT,0.00,0.00,221844.39,111030.41,44269.70,1497.18,ULOC,UTOT,2016.00
6.00,71.00,8659330.80,76309.60,1143707.19,1504929.76,1184085.07,RmCOLL,RLOC,RTOT,14683796.95,7203899.15,7232493.25,9114736.12,3951527.13,41814.80,ULOC,UTOT,2016.00
6.00,73.00,2678208.80,377042.00,154942.20,1074429.05,807716.34,RmCOLL,RLOC,RTOT,29048798.70,12614312.05,8445318.10,12410853.12,6860358.92,82746.33,ULOC,UTOT,2016.00
6.00,75.00,0.00,0.00,0.00,0.00,0.00,RmCOLL,RLOC,RTOT,1277325.75,1973939.20,2688361.18,1608035.40,725321.27,0.00,ULOC,UTOT,2016.00
6.00,77.00,2534531.80,62199.65,976905.54,278807.94,915892.01,RmCOLL,RLOC,RTOT,2979902.50,3872931.55,2423075.36,1088030.49,1315493.83,14152.26,ULOC,UTOT,2016.00
6.00,79.00,0.00,782001.10,506654.45,728853.17,377781.85,RmCOLL,RLOC,RTOT,0.00,2943629.45,690558.28,1279992.06,576455.08,13585.58,ULOC,UTOT,2016.00
6.00,81.00,0.00,0.00,0.00,235837.29,79171.01,RmCOLL,RLOC,RTOT,3922178.00,7225782.10,1877907.42,3184754.58,1070999.68,786.63,ULOC,UTOT,2016.00
6.00,83.00,0.00,1407792.55,243311.34,683964.79,311690.39,RmCOLL,RLOC,RTOT,0.00,2923160.65,1085271.62,1207786.35,894365.16,48237.20,ULOC,UTOT,2016.00
6.00,85.00,0.00,295486.00,793348.17,41868.48,208646.50,RmCOLL,RLOC,RTOT,6976117.50,12820184.50,9583881.62,5633077.02,2562940.05,40528.86,ULOC,UTOT,2016.00
6.00,87.00,0.00,232672.00,0.00,193287.75,178976.03,RmCOLL,RLOC,RTOT,0.00,1699763.50,541522.21,973189.09,730738.54,863.55,ULOC,UTOT,2016.00
6.00,89.00,892313.45,0.00,399466.45,518722.46,267404.15,RmCOLL,RLOC,RTOT,1056132.40,418941.70,175499.34,773290.48,251540.75,0.00,ULOC,UTOT,2016.00
6.00,91.00,120885.70,0.00,53280.17,82961.98,48198.76,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
6.00,93.00,657412.05,0.00,298069.80,210075.45,313291.07,RmCOLL,RLOC,RTOT,420819.58,0.00,39078.90,61454.17,98793.99,5302.36,ULOC,UTOT,2016.00
6.00,95.00,1683905.50,23667.40,325514.35,250747.07,307542.89,RmCOLL,RLOC,RTOT,6654914.72,451720.50,1501189.86,869858.48,637889.52,4.00,ULOC,UTOT,2016.00
6.00,97.00,0.00,510196.30,249144.50,893063.24,812421.81,RmCOLL,RLOC,RTOT,0.00,3891369.10,875788.77,1977674.66,1380913.92,19104.38,ULOC,UTOT,2016.00
6.00,99.00,1123565.68,13552.00,370671.00,360388.22,920340.09,RmCOLL,RLOC,RTOT,0.00,2572560.55,1890302.49,1354907.11,1590631.46,19908.45,ULOC,UTOT,2016.00
6.00,101.00,0.00,452958.40,384464.15,170235.90,110546.08,RmCOLL,RLOC,RTOT,0.00,153306.80,469474.43,300894.03,199125.54,8355.68,ULOC,UTOT,2016.00
6.00,103.00,949318.00,0.00,241832.10,300695.93,315187.44,RmCOLL,RLOC,RTOT,386169.50,28296.80,40718.15,67265.54,124407.54,3806.85,ULOC,UTOT,2016.00
6.00,105.00,0.00,0.00,235046.95,134181.79,77044.01,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
6.00,107.00,0.00,1447683.55,504895.41,531772.40,782708.28,RmCOLL,RLOC,RTOT,0.00,2324487.45,1099337.17,1193496.91,758756.51,58129.60,ULOC,UTOT,2016.00
6.00,109.00,0.00,0.00,421872.85,97345.65,202577.93,RmCOLL,RLOC,RTOT,0.00,0.00,206887.30,172951.50,148398.81,60782.41,ULOC,UTOT,2016.00
6.00,111.00,0.00,0.00,597206.59,278363.74,279892.43,RmCOLL,RLOC,RTOT,0.00,7919296.64,4286879.73,2771859.34,1318746.52,2297.89,ULOC,UTOT,2016.00
6.00,113.00,1818004.90,60676.50,897.31,385173.34,157869.16,RmCOLL,RLOC,RTOT,1179357.90,586190.90,459806.95,508092.76,395168.63,8714.21,ULOC,UTOT,2016.00
6.00,115.00,0.00,4361.60,424146.95,90288.44,203948.18,RmCOLL,RLOC,RTOT,0.00,352724.40,200390.05,127481.41,128343.60,1011.36,ULOC,UTOT,2016.00
8.00,1.00,364920.00,0.00,66565.00,20490.20,241956.60,RmCOLL,RLOC,RTOT,4672969.00,1747875.00,2527525.40,1368076.60,728150.36,0.00,ULOC,UTOT,2016.00
8.00,3.00,0.00,0.00,251693.30,2362.81,66222.17,RmCOLL,RLOC,RTOT,0.00,0.00,104570.70,23186.40,9083.20,59.40,ULOC,UTOT,2016.00
8.00,5.00,412832.00,0.00,0.00,19522.38,47468.40,RmCOLL,RLOC,RTOT,2225781.00,1508864.00,4103676.60,1564956.70,912531.70,0.00,ULOC,UTOT,2016.00
8.00,7.00,0.00,0.00,300679.70,38299.91,57402.54,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,9.00,0.00,0.00,140596.20,36215.53,18264.00,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,11.00,0.00,0.00,125988.00,0.00,33493.31,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,13.00,0.00,257042.00,516056.60,378155.90,188373.10,RmCOLL,RLOC,RTOT,0.00,1156273.00,1210088.60,1419991.30,453112.52,0.00,ULOC,UTOT,2016.00
8.00,14.00,238119.00,14964.00,0.00,8460.00,0.00,RmCOLL,RLOC,RTOT,214348.00,421884.00,296502.00,469337.00,93815.20,0.00,ULOC,UTOT,2016.00
8.00,15.00,0.00,0.00,311795.40,107060.40,76191.20,RmCOLL,RLOC,RTOT,0.00,0.00,50243.20,14175.90,19760.70,0.00,ULOC,UTOT,2016.00
8.00,17.00,0.00,0.00,152654.77,27949.62,3899.48,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,19.00,1329782.00,0.00,94220.80,21803.30,38122.80,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,21.00,0.00,0.00,109656.90,55754.85,20987.18,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,23.00,0.00,0.00,131589.20,48127.80,6073.50,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,25.00,0.00,0.00,0.00,64581.33,7695.43,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,27.00,0.00,0.00,0.00,75153.58,20133.94,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,29.00,0.00,0.00,190167.90,220318.17,68986.38,RmCOLL,RLOC,RTOT,0.00,0.00,121355.80,13410.88,28271.57,0.00,ULOC,UTOT,2016.00
8.00,31.00,0.00,0.00,0.00,0.00,0.00,RmCOLL,RLOC,RTOT,5855482.00,1884051.00,3510501.00,2094106.95,1058523.34,0.00,ULOC,UTOT,2016.00
8.00,33.00,0.00,0.00,94233.70,0.00,19379.50,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,35.00,1151743.00,0.00,329739.30,165170.41,113752.50,RmCOLL,RLOC,RTOT,1971117.00,1298256.00,1299583.00,860195.00,571914.60,0.00,ULOC,UTOT,2016.00
8.00,37.00,835376.00,0.00,0.00,76716.70,154536.70,RmCOLL,RLOC,RTOT,721122.00,0.00,82122.00,17149.00,243245.60,31091.50,ULOC,UTOT,2016.00
8.00,39.00,336261.00,0.00,73965.90,114103.34,224728.50,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,41.00,394055.00,0.00,462714.90,782311.06,58452.33,RmCOLL,RLOC,RTOT,3341543.00,1889303.00,3929370.50,1703841.30,395785.89,0.00,ULOC,UTOT,2016.00
8.00,43.00,0.00,0.00,297304.70,147261.40,106625.34,RmCOLL,RLOC,RTOT,0.00,107369.00,71137.20,79342.18,93764.18,1954.56,ULOC,UTOT,2016.00
8.00,45.00,1104266.00,0.00,175246.50,26710.48,93880.92,RmCOLL,RLOC,RTOT,266386.00,0.00,297136.40,95906.00,122192.67,29606.90,ULOC,UTOT,2016.00
8.00,47.00,0.00,0.00,0.00,158519.60,15.00,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,49.00,0.00,0.00,495073.90,139304.98,35958.80,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,51.00,0.00,3484.40,199705.00,188255.72,80462.08,RmCOLL,RLOC,RTOT,0.00,32476.20,324.00,11629.80,11530.00,0.00,ULOC,UTOT,2016.00
8.00,53.00,0.00,0.00,0.00,23626.53,8248.80,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,55.00,376317.00,0.00,126551.40,56829.91,53641.74,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,57.00,0.00,0.00,9089.70,115450.34,2250.20,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,59.00,153498.00,0.00,563498.00,336528.50,46257.35,RmCOLL,RLOC,RTOT,1970845.00,2930778.00,3405811.30,1777536.30,679303.98,622.40,ULOC,UTOT,2016.00
8.00,61.00,0.00,0.00,83052.83,54451.14,17230.10,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,63.00,606075.70,0.00,35833.60,11816.71,19735.05,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,65.00,0.00,0.00,0.00,101948.20,31724.90,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,49865.50,13003.70,0.00,ULOC,UTOT,2016.00
8.00,67.00,0.00,0.00,544132.20,0.00,326569.40,RmCOLL,RLOC,RTOT,0.00,0.00,424576.90,114022.90,85139.70,0.00,ULOC,UTOT,2016.00
8.00,69.00,412113.00,30752.00,398000.70,244189.02,291327.00,RmCOLL,RLOC,RTOT,1446132.00,109668.00,1267533.90,2299282.80,525200.60,12345.00,ULOC,UTOT,2016.00
8.00,71.00,364546.00,0.00,0.00,52778.60,100444.92,RmCOLL,RLOC,RTOT,85670.00,0.00,14971.50,33319.30,10194.30,0.00,ULOC,UTOT,2016.00
8.00,73.00,327183.30,0.00,146192.90,70914.72,53559.70,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,75.00,392584.90,0.00,28375.00,129845.40,88398.41,RmCOLL,RLOC,RTOT,13040.50,0.00,54204.40,46837.29,25534.52,0.00,ULOC,UTOT,2016.00
8.00,77.00,523461.60,0.00,150390.50,81036.92,117671.93,RmCOLL,RLOC,RTOT,488972.20,0.00,523186.30,769089.60,372423.50,6864.30,ULOC,UTOT,2016.00
8.00,79.00,0.00,0.00,70470.00,46150.72,0.00,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,81.00,0.00,0.00,217037.96,2232.80,63297.62,RmCOLL,RLOC,RTOT,0.00,0.00,57478.40,10758.50,19927.97,0.00,ULOC,UTOT,2016.00
8.00,83.00,0.00,0.00,487154.50,19705.14,171882.43,RmCOLL,RLOC,RTOT,0.00,0.00,167511.50,43099.86,15941.88,0.00,ULOC,UTOT,2016.00
8.00,85.00,0.00,0.00,211154.50,44911.76,53973.85,RmCOLL,RLOC,RTOT,0.00,0.00,234044.30,90248.18,72395.44,399.60,ULOC,UTOT,2016.00
8.00,87.00,483602.00,0.00,88440.52,56448.89,102471.40,RmCOLL,RLOC,RTOT,103036.00,0.00,15275.40,99911.60,23668.90,0.00,ULOC,UTOT,2016.00
8.00,89.00,0.00,0.00,172929.60,33502.11,61562.04,RmCOLL,RLOC,RTOT,0.00,0.00,73276.60,35790.42,6991.50,106.00,ULOC,UTOT,2016.00
8.00,91.00,0.00,0.00,230468.70,0.00,16653.00,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,93.00,0.00,0.00,377790.70,189131.46,49261.90,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,95.00,0.00,0.00,25060.55,61308.86,13075.76,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,97.00,0.00,0.00,179311.00,42306.76,76108.30,RmCOLL,RLOC,RTOT,0.00,0.00,205495.00,0.00,36854.80,3168.00,ULOC,UTOT,2016.00
8.00,99.00,0.00,0.00,253301.60,7010.59,45313.51,RmCOLL,RLOC,RTOT,0.00,0.00,51081.40,11207.00,11161.20,0.00,ULOC,UTOT,2016.00
8.00,101.00,690532.00,0.00,183893.10,50207.93,94265.67,RmCOLL,RLOC,RTOT,697777.00,663904.60,319295.80,814459.90,147334.80,0.00,ULOC,UTOT,2016.00
8.00,103.00,0.00,0.00,92396.50,121063.18,114849.80,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,105.00,0.00,0.00,268542.00,39806.62,14237.24,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,107.00,0.00,0.00,207170.20,88796.49,168853.20,RmCOLL,RLOC,RTOT,0.00,0.00,160240.80,66731.00,8162.00,0.00,ULOC,UTOT,2016.00
8.00,109.00,0.00,0.00,185451.30,20392.80,28697.20,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,111.00,0.00,0.00,57528.00,0.00,316.20,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,113.00,0.00,0.00,155514.20,35054.00,26267.62,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,115.00,195917.20,0.00,11823.36,15240.45,17673.31,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,117.00,470716.00,0.00,26940.00,164209.60,22741.80,RmCOLL,RLOC,RTOT,280966.00,0.00,176681.00,201286.90,87606.80,30793.04,ULOC,UTOT,2016.00
8.00,119.00,0.00,0.00,75213.60,163990.50,93485.90,RmCOLL,RLOC,RTOT,0.00,0.00,157278.00,23620.20,7247.20,0.00,ULOC,UTOT,2016.00
8.00,121.00,127716.00,0.00,153043.08,37752.85,63318.22,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
8.00,123.00,1503760.00,370477.00,945445.13,115947.26,648728.23,RmCOLL,RLOC,RTOT,1259269.00,1018836.40,489177.60,1104761.05,547985.30,7452.00,ULOC,UTOT,2016.00
8.00,125.00,0.00,0.00,199332.05,63437.54,20072.80,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
