b'"ST","NAICS","ESTAB_F","ESTAB","RCPTOT_N_F","RCPTOT_F","RCPTOT"
"16","4842",,334,"G",,28244
"16","48-49",,4571,"G",,325946
"16","485",,317,"G",,8924
"16","4851","D",0,"D","D",0
"16","48511","D",0,"D","D",0
"16","4852",,8,"H",,549
"16","48521",,8,"H",,549
"16","4853",,186,"G",,4011
"16","4854",,12,"G",,389
"16","48541",,12,"G",,389
"16","4855",,6,"H",,139
"16","48551",,6,"H",,139
"16","4859",,104,"H",,3468
"16","48599",,104,"H",,3468
"16","486","D",0,"D","D",0
"16","487",,29,"G",,615
"16","488",,463,"G",,21145
"16","492",,720,"G",,12892
"16","493",,35,"G",,2522
"16","4931",,35,"G",,2522
"16","51",,1318,"G",,38246
"16","511",,365,"G",,9271
"16","512",,199,"G",,5533
"16","5121",,140,"G",,4246
"16","5122",,59,"H",,1287
"16","515",,77,"G",,2447
"16","517",,188,"G",,6305
"16","518",,238,"G",,7096
"16","5182",,238,"G",,7096
"16","51821",,238,"G",,7096
"16","519",,251,"G",,7594
"16","5191",,251,"G",,7594
"16","52",,3832,"G",,211029
"16","522",,427,"G",,27285
"16","5221",,25,"H",,1948
"16","5222",,159,"G",,15194
"16","5223",,243,"G",,10143
"16","523",,1255,"G",,82710
"16","5231",,160,"G",,17066
"16","52311",,40,"G",,2812
"16","52312",,102,"G",,9525
"16","52313","D",0,"D","D",0
"16","52314","D",0,"D","D",0
"16","5232","D",0,"D","D",0
"16","52321","D",0,"D","D",0
"16","5239",,1089,"G",,65447
"16","524",,2150,"G",,101034
"16","5241",,22,"G",,653
"16","5242",,2128,"G",,100381
"16","52421",,1542,"G",,81515
"16","52429",,586,"G",,18866
"16","53",,14410,"G",,960351
"16","531",,13748,"G",,922748
"16","5311",,4784,"G",,500682
"16","5312",,5105,"G",,191720
"16","53121",,5105,"G",,191720
"16","5313",,3859,"G",,230346
"16","53131",,952,"G",,36093
"16","53132",,252,"G",,12004
"16","53139",,2655,"G",,182249
"16","532",,649,"G",,36553
"16","5321",,146,"H",,6882
"16","5322",,133,"G",,4049
"16","53221","D",0,"D","D",0
"16","53222",,6,"H",,45
"16","53223",,29,"G",,966
"16","53229",,91,"G",,2739
"16","5323",,25,"G",,2374
"16","53231",,25,"G",,2374
"16","5324",,345,"G",,23248
"16","533",,13,"G",,1050
"16","5331",,13,"G",,1050
"16","53311",,13,"G",,1050
"16","54",,13617,"G",,426632
"16","541",,13617,"G",,426632
"16","5411",,839,"G",,43045
"16","5412",,2014,"G",,33813
"16","54121",,2014,"G",,33813
"16","541211",,157,"G",,7889
"16","541213",,321,"G",,5669
"16","541214",,38,"G",,372
"16","541219",,1498,"G",,19883
"16","5413",,1274,"G",,48522
"16","54131",,256,"G",,12826
"16","54132",,134,"G",,4862
"16","54133",,437,"G",,19736
"16","54134",,222,"G",,5536
"16","54135",,125,"G",,2859
"16","54136",,24,"H",,924
"16","54137",,52,"G",,1224
"16","54138",,24,"H",,555
"16","5414",,790,"G",,21456
"16","5415",,1331,"G",,40042
"16","54151",,1331,"G",,40042
"16","5416",,2645,"G",,93999
"16","5417",,158,"G",,3451
"16","5418",,553,"G",,25359
"16","5419",,4013,"G",,116945
"16","54191",,104,"H",,2672
"16","54192",,564,"G",,10038
"16","54193",,168,"G",,3459
"16","54194",,135,"H",,7397
"16","54199",,3042,"G",,93379
"16","56",,7537,"G",,139081
"16","561",,7454,"G",,136399
"16","5611",,776,"G",,9799
"16","56111",,776,"G",,9799
"16","5612",,135,"G",,3228
"16","56121",,135,"G",,3228
"16","5613",,157,"G",,4340
"16","5614",,1079,"G",,21300
"16","56141",,358,"G",,3880
"16","56142",,80,"G",,2408
"16","56143",,82,"G",,1319
"16","56144",,26,"H",,720
"16","56145","D",0,"D","D",0
"16","56149",,529,"G",,12955
"16","5615",,130,"G",,4175
"16","5616",,250,"G",,4780
"16","5617",,4478,"G",,75814
"16","56171",,57,"G",,1133
"16","56172",,2624,"G",,28953
"16","56173",,1189,"G",,28111
"16","56174",,148,"G",,4517
"16","56179",,460,"G",,13100
"16","5619",,449,"G",,12963
"16","562",,83,"G",,2682
"16","61",,2385,"G",,31551
"16","611",,2385,"G",,31551
"16","62",,9082,"G",,286957
"16","621",,4128,"G",,211446
"16","6211",,720,"G",,92753
"16","62111",,720,"G",,92753
"16","621111",,607,"G",,86287
"16","621112",,113,"G",,6466
"16","6212",,184,"G",,11174
"16","62121",,184,"G",,11174
"16","6213",,1709,"G",,67615
"16","62131",,126,"G",,5773
"16","62132",,66,"G",,7336
"16","62133",,372,"G",,11570
"16","62134",,317,"G",,12881
"16","62139",,828,"G",,30055
"16","621391",,11,"H",,821
"16","621399",,817,"G",,29234
"16","6214",,65,"H",,7005
"16","6215",,77,"G",,4412
"16","62151",,77,"G",,4412
"16","6216",,1077,"G",,19703
"16","62161",,1077,"G",,19703
"16","6219",,296,"G",,8784
"16","623",,358,"G",,15594
"16","624",,4596,"G",,59917
"16","6241",,830,"G",,16576
"16","6242",,20,"H",,379
"16","6243",,63,"G",,1355
"16","62431",,63,"G",,1355
"16","6244",,3683,"G",,41607
"16","62441",,3683,"G",,41607
"16","71",,4700,"G",,75568
"16","711",,3881,"G",,54845
"16","7111",,218,"G",,2824
"16","7112",,807,"G",,11450
"16","71121",,807,"G",,11450
"16","7113",,180,"G",,4667
"16","7114",,103,"G",,1427
"16","71141",,103,"G",,1427
"16","7115",,2573,"G",,34477
"16","71151",,2573,"G",,34477
"16","712",,21,"H",,204
"16","7121",,21,"H",,204
"16","713",,798,"G",,20519
"16","7131",,21,"G",,1222
"16","7132",,33,"H",,812
"16","7139",,744,"G",,18485
"16","72",,1408,"G",,60162
"16","721",,373,"G",,12630
"16","7211",,205,"G",,7126
"16","7212",,91,"G",,4130
"16","72121",,91,"G",,4130
"16","7213",,77,"G",,1374
"16","72131",,77,"G",,1374
"16","722",,1035,"G",,47532
"16","7221",,156,"G",,16469
"16","72211",,156,"G",,16469
"16","7222",,193,"G",,10659
"16","72221",,193,"G",,10659
"16","7223",,555,"G",,12012
"16","7224",,131,"G",,8392
"16","72241",,131,"G",,8392
"16","81",,14825,"G",,367116
"16","811",,4068,"G",,152941
"16","8111",,1785,"G",,84889
"16","81111",,907,"G",,45789
"16","81112",,560,"G",,24329
"16","81119",,318,"G",,14771
"16","8112",,268,"G",,9085
"16","81121",,268,"G",,9085
"16","8113",,377,"G",,19441
"16","81131",,377,"G",,19441
"16","8114",,1638,"G",,39526
"16","81141",,276,"G",,8151
"16","81142",,176,"G",,4193
"16","81143","D",0,"D","D",0
"16","81149",,1164,"G",,26650
"16","812",,10007,"G",,203462
"16","8121",,4340,"G",,90367
"16","81211",,3604,"G",,78781
"16","812111",,279,"G",,6425
"16","812112",,2885,"G",,62582
"16","812113",,440,"G",,9774
"16","81219",,736,"G",,11586
"16","8122",,47,"H",,3452
"16","81221",,38,"H",,3346
"16","81222",,9,"G",,106
"16","8123",,105,"H",,4612
"16","81231",,60,"G",,1908
"16","81232",,42,"H",,2696
"16","81233","D",0,"D","D",0
"16","8129",,5515,"G",,105031
"16","81291",,317,"G",,5525
"16","81292",,82,"G",,1135
"16","81293",,20,"G",,240
"16","81299",,5096,"G",,98131
"16","813",,750,"G",,10713
"17","00",,885589,"G",,37473255
"17","11",,4805,"G",,168403
"17","113",,584,"G",,32639
"17","114",,805,"G",,18626
"17","1141",,417,"G",,7272
"17","11411",,417,"G",,7272
"17","1142",,388,"G",,11354
"17","11421",,388,"G",,11354
"17","115",,3416,"G",,117138
"17","1151",,1972,"G",,65140
"17","11511",,1972,"G",,65140
"17","1152",,1195,"G",,44085
"17","11521",,1195,"G",,44085
"17","1153",,249,"G",,7913
"17","11531",,249,"G",,7913
"17","21",,2292,"G",,129279
"17","211",,2049,"G",,113314
"17","2111",,2049,"G",,113314
"17","21111",,2049,"G",,113314
"17","212",,91,"G",,6737
"17","2121",,23,"G",,1368
"17","21211",,23,"G",,1368
"17","2122",,13,"H",,320
"17","2123",,55,"H",,5049
"17","213",,152,"G",,9228
"17","2131",,152,"G",,9228
"17","21311",,152,"G",,9228
"17","22",,504,"G",,14874
"17","221",,504,"G",,14874
"17","23",,104878,"G",,5722095
"17","236",,33615,"G",,2504171
"17","2361",,30618,"G",,2316760
"17","2362",,2997,"G",,187411
"17","237",,1715,"G",,150230
"17","2371",,193,"G",,13864
"17","2372",,535,"G",,81077
"17","23721",,535,"G",,81077
"17","2373",,303,"G",,14616
"17","23731",,303,"G",,14616
"17","2379",,684,"G",,40673
"17","23799",,684,"G",,40673
"17","238",,69548,"G",,3067694
"17","2381",,10295,"G",,488574
"17","2382",,11768,"G",,554394
"17","23821",,5720,"G",,247501
"17","23822",,5348,"G",,274168
"17","23829",,700,"G",,32725
"17","2383",,29477,"G",,1160779
"17","2389",,18008,"G",,863947
"17","311",,879,"G",,39241
"17","3111",,47,"G",,5766
"17","31111",,47,"G",,5766
"17","3112","D",0,"D","D",0
"17","3113",,95,"G",,2156
"17","3114",,65,"G",,2886
"17","3115",,30,"H",,1184
"17","3116",,63,"G",,1666
"17","31161",,63,"G",,1666
"17","3117",,12,"G",,308
"17","31171",,12,"G",,308
"17","3118",,313,"G",,7818
"17","3119",,239,"G",,12632
"17","312",,56,"G",,2563
"17","313",,53,"G",,866
"17","31-33",,10347,"G",,531352
"17","314",,113,"G",,2558
"17","315",,807,"G",,20893
"17","316",,90,"H",,2527
"17","3161",,22,"H",,633
"17","31611",,22,"H",,633
"17","3162",,12,"G",,225
"17","31621",,12,"G",,225
"17","3169",,56,"G",,1669
"17","31699",,56,"G",,1669
"17","321",,640,"G",,32209
"17","322",,80,"G",,5468
"17","323",,1323,"G",,65431
"17","3231",,1323,"G",,65431
"17","324",,84,"G",,3744
"17","3241",,84,"G",,3744
"17","325",,328,"G",,21103
"17","3251",,40,"G",,2153
"17","3252",,13,"G",,2036
"17","3253",,14,"H",,3039
"17","3254",,43,"G",,1804
"17","32541",,43,"G",,1804
"17","3255",,58,"G",,3400
"17","3256",,64,"H",,2020
"17","3259",,96,"G",,6651
"17","326",,279,"G",,17871
"17","327",,236,"G",,11653
"17","3271",,44,"H",,1637
"17","3272",,94,"G",,2507
"17","32721",,94,"G",,2507
"17","3273",,31,"H",,2601
"17","3274","D",0,"D","D",0
"17","3279",,61,"G",,4193
"17","331",,159,"G",,11746
"17","332",,1330,"G",,84660
"17","333",,617,"G",,41168
"17","334",,274,"G",,13853
"17","335",,287,"G",,17831
"17","336",,225,"G",,13706
"17","337",,470,"G",,22690
"17","339",,2017,"G",,99571
"17","3391",,210,"G",,13257
"17","33911",,210,"G",,13257
"17","3399",,1807,"G",,86314
"17","42",,14763,"G",,1207844
"17","423",,7314,"G",,645734
"17","4231",,488,"G",,57317
"17","4232",,566,"G",,55644
"17","4233",,245,"G",,28748
"17","4234",,380,"G",,32791
"17","4235",,169,"G",,27811
"17","4236",,409,"G",,35046
"17","4237",,235,"G",,23336
"17","4238",,840,"G",,94739
"17","4239",,3982,"G",,290302
"17","42391",,377,"G",,21711
"17","42392",,361,"G",,18965
"17","42393",,295,"G",,24691
"17","42394",,728,"G",,42739
"17","42399",,2221,"G",,182196
"17","424",,5480,"G",,449028
"17","4241",,350,"G",,25352
"17","4242",,86,"G",,5224
"17","42421",,86,"G",,5224
"17","4243",,771,"G",,48641
"17","4244",,924,"G",,129724
"17","4245",,160,"G",,13653
"17","4246",,164,"G",,14336
"17","4247",,92,"G",,11737
"17","4248",,178,"G",,14834
"17","4249",,2755,"G",,185527
"17","42491",,153,"G",,15292
"17","42492",,594,"G",,20504
"17","42493",,212,"G",,9661
"17","42494",,52,"G",,7217
"17","42495",,67,"G",,1699
"17","42499",,1677,"G",,131154
"17","425",,1969,"G",,113082
"17","4251",,1969,"G",,113082
"17","42511",,250,"G",,11788
"17","42512",,1719,"G",,101294
"17","441",,4922,"G",,458714
"17","4411",,2784,"G",,315183
"17","44112",,2784,"G",,315183
"17","4412",,1076,"G",,69815
"17","44121",,124,"G",,6718
"17","44122",,952,"G",,63097
"17","441221",,124,"G",,6132
"17","441222",,107,"G",,10595
"17","441229",,721,"G",,46370
"17","4413",,1062,"G",,73716
"17","442",,1554,"G",,85389
"17","4421",,569,"G",,35074
"17","44211",,569,"G",,35074
"17","4422",,985,"G",,50315
"17","443",,1232,"G",,61399
"17","4431",,1232,"G",,61399
"17","44311",,802,"G",,42359
"17","443111",,231,"G",,8048
"17","443112",,571,"G",,34311
"17","44312",,362,"G",,16389
"17","44313",,68,"G",,2651
"17","444",,1412,"G",,87920
"17","4441",,1025,"G",,69374
"17","44411",,102,"G",,5118
"17","44412",,62,"G",,3199
"17","44413",,211,"G",,13900
"17","44419",,650,"G",,47157
"17","4442",,387,"G",,18546
"17","44-45",,73363,"G",,2586320
"17","445",,3608,"G",,266358
"17","4451",,1487,"G",,118226
"17","4452",,1682,"G",,85501
"17","44521",,80,"G",,8497
"17","44522",,64,"G",,3085
"17","44523",,228,"G",,9270
"17","44529",,1310,"G",,64649
"17","4453",,439,"G",,62631
"17","44531",,439,"G",,62631
"17","446",,5494,"G",,110964
"17","4461",,5494,"G",,110964
"17","44611",,219,"G",,7583
"17","44612",,3442,"G",,49715
"17","44613",,98,"G",,8394
"17","44619",,1735,"G",,45272
"17","447",,328,"G",,40831
"17","4471",,328,"G",,40831
"17","448",,5073,"G",,178506
"17","4481",,3110,"G",,112527
"17","44811",,161,"G",,8695
"17","44812",,559,"G",,22957
"17","44813",,253,"G",,8955
"17","44814",,517,"G",,19510
"17","44815",,737,"G",,22795
"17","44819",,883,"G",,29615
"17","4482",,226,"G",,10376
"17","44821",,226,"G",,10376
"17","4483",,1737,"G",,55603
"17","44831",,1672,"G",,53934
"17","44832",,65,"G",,1669
"17","451",,3480,"G",,149885
"17","4511",,2311,"G",,105582
"17","45111",,841,"G",,45224
"17","45112",,611,"G",,31103
"17","45113",,577,"G",,13694
"17","45114",,282,"G",,15561
"17","4512",,1169,"G",,44303
"17","45121",,987,"G",,35538
"17","451211",,412,"G",,22260
"17","451212",,575,"G",,13278
"17","45122",,182,"G",,8765
"17","452",,1476,"G",,60045
"17","453",,10719,"G",,414855
"17","4531",,1013,"G",,36076
"17","45311",,1013,"G",,36076
"17","4532",,2374,"G",,73002
"17","45321",,220,"G",,10835
"17","45322",,2154,"G",,62167
"17","4533",,2208,"G",,47806
"17","45331",,2208,"G",,47806
"17","4539",,5124,"G",,257971
"17","45391",,308,"G",,16992
"17","45392",,565,"G",,30749
"17","45393",,51,"G",,6996
"17","45399",,4200,"G",,203234
"17","454",,34065,"G",,671454
"17","4541",,2964,"G",,108991
"17","45411",,2964,"G",,108991
"17","4542",,1026,"G",,27543
"17","45421",,1026,"G",,27543
"17","4543",,30075,"G",,534920
"17","45431",,87,"G",,8189
"17","45439",,29988,"G",,526731
"17","481",,642,"G",,42045
"17","483",,129,"G",,11015
"17","484",,28731,"G",,2398781
"17","4841",,26851,"G",,2267513
"17","48411",,9370,"G",,685204
"17","48412",,17481,"G",,1582309
"17","4842",,1880,"G",,131268
"17","48-49",,57012,"G",,3305925
"17","485",,15044,"G",,450216
"17","4851",,31,"G",,1794
"17","48511",,31,"G",,1794
"17","4852",,71,"G",,2667
"17","48521",,71,"G",,2667
"17","4853",,13507,"G",,400837
"17","4854",,160,"G",,3263
"17","48541",,160,"G",,3263
"17","4855",,187,"G",,7020
"17","48551",,187,"G",,7020
"17","4859",,1088,"G",,34635
"17","48599",,1088,"G",,34635
"17","486",,14,"H",,587
"17","487",,121,"G",,6969
"17","488",,4324,"G",,202220
"17","492",,7630,"G",,174581
"17","493",,377,"G",,19511
"17","4931",,377,"G",,19511
"17","51",,11757,"G",,374212
"17","511",,3317,"G",,91474
"17","512",,2429,"G",,59993
"17","5121",,1666,"G",,44908
"17","5122",,763,"G",,15085
"17","515",,738,"G",,23676
"17","517",,1390,"G",,57325
"17","518",,1644,"G",,43041
"17","5182",,1644,"G",,43041
"17","51821",,1644,"G",,43041
"17","519",,2239,"G",,98703
"17","5191",,2239,"G",,98703
"17","52",,35400,"G",,2535579
"17","522",,3527,"G",,181544
"17","5221",,546,"G",,12812
"17","5222",,1184,"G",,108612
"17","5223",,1797,"G",,60120
"17","523",,15031,"G",,1527880
"17","5231",,2920,"G",,389898
"17","52311",,445,"G",,52224
"17","52312",,1167,"G",,125560
"17","52313",,371,"G",,53707
"17","52314",,937,"G",,158407
"17","5232",,254,"G",,55560
"17","52321",,254,"G",,55560
"17","5239",,11857,"G",,1082422
"17","524",,16842,"G",,826155
"17","5241",,110,"G",,5362
"17","5242",,16732,"G",,820793
"17","52421",,12231,"G",,633357
"17","52429",,4501,"G",,187436
"17","53",,90749,"G",,7495565
"17","531",,87255,"G",,7187726
"17","5311",,30695,"G",,4446709
"17","5312",,31744,"G",,1106152
"17","53121",,31744,"G",,1106152
"17","5313",,24816,"G",,1634865
"17","53131",,4802,"G",,313202
"17","53132",,2217,"G",,82115
"17","53139",,17797,"G",,1239548
"17","532",,3428,"G",,302291
"17","5321",,863,"G",,43114
"17","5322",,708,"G",,35259
"17","53221",,62,"G",,2832
"17","53222",,28,"H",,1029
"17","53223",,191,"G",,8325
"17","53229",,427,"G",,23073
"17","5323",,145,"G",,12404
"17","53231",,145,"G",,12404
"17","5324",,1712,"G",,211514
"17","533",,66,"G",,5548
"17","5331",,66,"G",,5548
"17","53311",,66,"G",,5548
"17","54","D",0,"D","D",0
"17","541","D",0,"D","D",0
"17","5411",,11813,"G",,743956
"17","5412",,12707,"G",,286926
"17","54121",,12707,"G",,286926
"17","541211",,1310,"G",,66753
"17","541213",,3545,"G",,61109
"17","541214",,162,"G",,3564
"17","541219",,7690,"G",,155500
"17","5413",,7327,"G",,312757
"17","54131",,1787,"G",,101520
"17","54132",,989,"G",,32330
"17","54133",,2810,"G",,132554
"17","54134",,646,"G",,15940
"17","54135",,627,"G",,13340
"17","54136",,78,"G",,2444
"17","54137",,259,"G",,10483
"17","54138",,131,"G",,4146
"17","5414",,8308,"G",,271172
"17","5415","D",0,"D","D",0
"17","54151","D",0,"D","D",0
"17","5416",,25135,"G",,1050459
"17","5417",,1178,"G",,31982
"17","5418",,5979,"G",,327003
"17","5419",,35832,"G",,1408007
"17","54191",,1310,"G",,42754
"17","54192",,4344,"G",,98068
"17","54193",,1430,"G",,31930
"17","54194",,448,"G",,19913
"17","54199",,28300,"G",,1215342
"17","56",,70495,"G",,1411743
"17","561",,69797,"G",,1368460
"17","5611",,9059,"G",,151813
"17","56111",,9059,"G",,151813
"17","5612",,1060,"G",,28040
"17","56121",,1060,"G",,28040
"17","5613",,1511,"G",,56175
"17","5614",,8994,"G",,214736
"17","56141",,2944,"G",,37326
"17","56142",,1002,"G",,14448
"17","56143",,856,"G",,21806
"17","56144",,193,"G",,7310
"17","56145",,18,"G",,426
"17","56149",,3981,"G",,133420
"17","5615",,1936,"G",,76465
"17","5616",,3059,"G",,42128
"17","5617",,40159,"G",,687372
"17","56171",,271,"G",,9484
"17","56172",,26963,"G",,382072
"17","56173",,8351,"G",,191527
"17","56174",,990,"G",,24842
"17","56179",,3584,"G",,79447
"17","5619",,4019,"G",,111731
"17","562",,698,"G",,43283
"17","61",,23054,"G",,271434
"17","611",,23054,"G",,271434
"17","62",,87259,"G",,2231958
"17","621",,34377,"G",,1577929
"17","6211",,7569,"G",,621749
"17","62111",,7569,"G",,621749
"17","621111",,6176,"G",,525940
"17","621112",,1393,"G",,95809
"17","6212",,1945,"G",,138146
"17","62121",,1945,"G",,138146
"17","6213",,12632,"G",,532350
"17","62131",,1009,"G",,62805
"17","62132",,503,"G",,38784
"17","62133",,3364,"G",,139014
"17","62134",,2586,"G",,126624
"17","62139",,5170,"G",,165123
"17","621391",,262,"G",,21712
"17","621399",,4908,"G",,143411
"17","6214",,473,"G",,48980
"17","6215",,842,"G",,48259
"17","62151",,842,"G",,48259
"17","6216",,9149,"G",,135180
"17","62161",,9149,"G",,135180
"17","6219",,1767,"G",,53265
"17","623",,1618,"G",,40684
"17","624",,51264,"G",,613345
"17","6241",,6064,"G",,98659
"17","6242",,226,"G",,3084
"17","6243",,402,"G",,9963
"17","62431",,402,"G",,9963
"17","6244",,44572,"G",,501639
"17","62441",,44572,"G",,501639
"17","71",,43625,"G",,934194
"17","711",,37952,"G",,646180
"17","7111",,2208,"G",,36456
"17","7112",,6021,"G",,102031
"17","71121",,6021,"G",,102031
"17","7113",,1573,"G",,55244
"17","7114",,1145,"G",,29649
"17","71141",,1145,"G",,29649
"17","7115",,27005,"G",,422800
"17","71151",,27005,"G",,422800
"17","712",,225,"G",,3069
"17","7121",,225,"G",,3069
"17","713",,5448,"G",,284945
"17","7131",,209,"G",,13767
"17","7132",,440,"G",,94553
"17","7139",,4799,"G",,176625
"17","72",,10938,"G",,549987
"17","721",,1465,"G",,75193
"17","7211",,919,"G",,58455
"17","7212",,154,"G",,5106
"17","72121",,154,"G",,5106
"17","7213",,392,"G",,11632
"17","72131",,392,"G",,11632
"17","722",,9473,"G",,474794
"17","7221",,1583,"G",,145713
"17","72211",,1583,"G",,145713
"17","7222",,1831,"G",,132129
"17","72221",,1831,"G",,132129
"17","7223",,4623,"G",,113349
"17","7224",,1436,"G",,83603
"17","72241",,1436,"G",,83603
"17","81",,123591,"G",,3038890
"17","811",,23372,"G",,876654
"17","8111",,9554,"G",,448362
"17","81111",,4961,"G",,236613
"17","81112",,2390,"G",,114069
"17","81119",,2203,"G",,97680
"17","8112",,1763,"G",,62759
"17","81121",,1763,"G",,62759
"17","8113",,1873,"G",,83567
"17","81131",,1873,"G",,83567
"17","8114",,10182,"G",,281966
"17","81141",,1379,"G",,45741
"17","81142",,843,"G",,25008
"17","81143",,151,"G",,4764
"17","81149",,7809,"G",,206453
"17","812",,92931,"G",,2061201
"17","8121",,47610,"G",,908900
"17","81211",,42595,"G",,819840
"17","812111",,6748,"G",,114193
"17","812112",,29891,"G",,534268
"17","812113",,5956,"G",,171379
"17","81219",,5015,"G",,89060
"17","8122",,752,"G",,48361
"17","81221",,634,"G",,44052
"17","81222",,118,"G",,4309
"17","8123",,2195,"G",,131967
"17","81231",,659,"G",,35670
"17","81232",,1467,"G",,94376
"17","81233",,69,"G",,1921
"17","8129",,42374,"G",,971973
"17","81291",,2523,"G",,51871
"17","81292",,529,"G",,11654
"17","81293",,277,"G",,16878
"17","81299",,39045,"G",,891570
"17","813",,7288,"G",,101035
"18","00",,379813,"G",,14400639
"18","11",,3637,"G",,147879
"18","113",,800,"G",,48916
"18","114",,393,"G",,7539
"18","1141",,264,"G",,5096
"18","11411",,264,"G",,5096
"18","1142",,129,"G",,2443
"18","11421",,129,"G",,2443
"18","115",,2444,"G",,91424
"18","1151",,1285,"G",,47406
"18","11511",,1285,"G",,47406
"18","1152",,963,"G",,36864
"18","11521",,963,"G",,36864
"18","1153",,196,"G",,7154
"18","11531",,196,"G",,7154
"18","21",,860,"G",,44376
"18","211",,714,"G",,34331
"18","2111",,714,"G",,34331
"18","21111",,714,"G",,34331
"18","212",,59,"G",,4805
"18","2121",,17,"H",,1257
"18","21211",,17,"H",,1257
"18","2122","D",0,"D","D",0
"18","2123",,39,"H",,3323
"18","213",,87,"G",,5240
"18","2131",,87,"G",,5240
"18","21311",,87,"G",,5240
"18","22",,405,"G",,10379
"18","221",,405,"G",,10379
"18","23",,50945,"G",,2563934
"18","236",,14176,"G",,965437
"18","2361",,11964,"G",,850539
"18","2362",,2212,"G",,114898
"18","237",,1139,"G",,134459
"18","2371",,165,"G",,8341
"18","2372",,526,"G",,97226
"18","23721",,526,"G",,97226
"18","2373",,96,"G",,4800
"18","23731",,96,"G",,4800
"18","2379",,352,"G",,24092
