Year,ST,CO,VMT
2016,22,35,39734094.6
2016,22,37,21228512.4
2016,22,39,24878813.4
2016,22,41,67542225.6
2016,22,43,94149444.72
2016,22,45,259532466.6
2016,22,47,343884010.8
2016,22,49,75054814.8
2016,22,51,1667791296
2016,22,53,365135617.8
2016,22,55,1338839961
2016,22,57,199431463.9
2016,22,59,81136051.2
2016,22,61,451225918.2
2016,22,63,715784662.8
2016,22,65,330223939.2
2016,22,67,76942057.2
2016,22,69,401083881.6
2016,22,71,2031047530
2016,22,73,892452368.7
2016,22,75,71604240
2016,22,77,104590612.2
2016,22,79,867979522.5
2016,22,81,0
2016,22,83,349960342.8
2016,22,85,134427042
2016,22,87,139857698.8
2016,22,89,705778039.8
2016,22,91,0
2016,22,93,178836274.2
2016,22,95,531661800.4
2016,22,97,508784835
2016,22,99,452154899.4
2016,22,101,306785665.2
2016,22,103,1762436729
2016,22,105,1143369763
2016,22,107,35937957.24
2016,22,109,312643165.8
2016,22,111,30023492.4
2016,22,113,116249652
2016,22,115,244633704.6
2016,22,117,31929913.2
2016,22,119,236777734.2
2016,22,121,606699200.9
2016,22,123,0
2016,22,125,88067469
2016,22,127,117117145.2
2016,23,1,421286302
2016,23,3,229296738.1
2016,23,5,1495768569
2016,23,7,97858854.72
2016,23,9,172013342.5
2016,23,11,513757369.6
2016,23,13,100220553.9
2016,23,15,122747315.9
2016,23,17,204211248.2
2016,23,19,722640128.3
2016,23,21,0
2016,23,23,287050235.2
2016,23,25,315237856.9
2016,23,27,188368835.7
2016,23,29,92061839.28
2016,23,31,1058832071
2016,24,1,474698556.7
2016,24,3,4081327020
2016,24,5,5676628532
2016,24,9,502987772
2016,24,11,104905917.5
2016,24,13,568631909.1
2016,24,15,776712126.5
2016,24,17,648799906.4
2016,24,19,149481456.5
2016,24,21,1732173110
2016,24,23,271492430.1
2016,24,25,1358291449
2016,24,27,2921584504
2016,24,29,0
2016,24,31,5125207160
2016,24,33,6589254491
2016,24,35,425390437.2
2016,24,37,361548934.9
2016,24,39,147941507.8
2016,24,41,355569479.5
2016,24,43,1190776434
2016,24,45,561607255.4
2016,24,47,476041900.4
2016,24,510,2456927287
2016,25,1,1482144875
2016,25,3,613248883.7
2016,25,5,2849826568
2016,25,7,45617775.55
2016,25,9,4394549418
2016,25,11,412785004.4
2016,25,13,2446188411
2016,25,15,452351828.3
2016,25,17,8812194691
2016,25,19,0
2016,25,21,4616105449
2016,25,23,2630718842
2016,25,25,2357802241
2016,25,27,5372656934
2016,26,1,24523128.38
2016,26,3,67291402.14
2016,26,5,504498724.7
2016,26,7,115535517.2
2016,26,9,113113428.7
2016,26,11,197190843
2016,26,13,80957739.29
2016,26,15,0
2016,26,17,605519584
2016,26,19,76867679.41
2016,26,21,1041637282
2016,26,23,257691926.2
2016,26,25,935562429.4
2016,26,27,8299702.212
2016,26,29,96137439.6
2016,26,31,138227906.6
2016,26,33,89523542.17
2016,26,35,65491461.35
2016,26,37,622033124.5
2016,26,39,167473121.6
2016,26,41,223043595.2
2016,26,43,118734981.2
2016,26,45,614492277.9
2016,26,47,157360220.6
2016,26,49,2254436110
2016,26,51,0
2016,26,53,65442139.93
2016,26,55,352839162.3
2016,26,57,169166269.1
2016,26,59,98819361.7
2016,26,61,78585357.67
2016,26,63,71254327.53
2016,26,65,1197076963
2016,26,67,381020056.6
2016,26,69,77218315.46
2016,26,71,64376342.07
2016,26,73,116612028.2
2016,26,75,797079985.9
2016,26,77,1273251923
2016,26,79,136865022.2
2016,26,81,3304756181
2016,26,83,0
2016,26,85,32434311.34
2016,26,87,392349872.8
2016,26,89,0
2016,26,91,197120717.4
2016,26,93,1392441394
2016,26,95,28732909.79
2016,26,97,149070774.1
2016,26,99,3850084126
2016,26,101,75579878.77
2016,26,103,262715033.1
2016,26,105,126181174
2016,26,107,63669506.4
2016,26,109,159162327.8
2016,26,111,295077545.5
2016,26,113,0
2016,26,115,877136539.1
2016,26,117,83638352.57
2016,26,119,48446749.85
2016,26,121,624290851.5
2016,26,123,0
2016,26,125,8175593510
2016,26,127,3045797.832
2016,26,129,99656185.56
2016,26,131,43677111.05
2016,26,133,103809745
2016,26,135,34877707.94
2016,26,137,190739490.9
2016,26,139,1138256407
2016,26,141,41917464.67
2016,26,143,98940545.76
2016,26,145,1037541044
2016,26,147,545757395.9
2016,26,149,158956263.9
2016,26,151,151738933.1
2016,26,153,88351268.33
2016,26,155,267844297
2016,26,157,76263705.11
2016,26,159,456839008
2016,26,161,2025359155
2016,26,163,10762899974
2016,26,165,157577957
2016,27,1,108961492.2
2016,27,3,1400719873
2016,27,5,227732896.2
2016,27,7,146372989.2
2016,27,9,268077166.7
2016,27,11,10362202.98
2016,27,13,220297262.2
2016,27,15,81682965
2016,27,17,294988261.7
2016,27,19,264466220.9
2016,27,21,184269620
2016,27,23,72871835.62
2016,27,25,461806477.5
2016,27,27,406589494.4
2016,27,29,35840381.27
2016,27,31,78298544.7
2016,27,33,61090926.6
2016,27,35,343224956.4
2016,27,37,2116407800
2016,27,39,79143456.43
2016,27,41,233659212.9
2016,27,43,125864312.1
2016,27,45,79852893.26
2016,27,47,318739871.6
2016,27,49,331543639.7
2016,27,51,67526075.12
2016,27,53,6794611239
2016,27,55,18727268.4
2016,27,57,137258676
2016,27,59,72557450.4
2016,27,61,206802951.3
2016,27,63,161656717.3
2016,27,65,43869693.3
2016,27,67,235081705.2
2016,27,69,17585871.41
2016,27,71,57962929.56
2016,27,73,28924742.1
2016,27,75,95841565.2
2016,27,77,18050998.49
2016,27,79,45764728.57
2016,27,81,13776935.4
2016,27,83,113600045.1
2016,27,85,168152971.7
2016,27,87,30026776.88
2016,27,89,17619221.7
2016,27,91,122859776.7
2016,27,93,91529360.52
2016,27,95,240217562.5
2016,27,97,232355760.6
2016,27,99,182883729.9
2016,27,101,27104468.55
2016,27,103,232290298.2
2016,27,105,173062615.4
2016,27,107,0
2016,27,109,548040698.6
2016,27,111,375961177.9
2016,27,113,25400328.26
2016,27,115,322049727.8
2016,27,117,36342592.2
2016,27,119,146857922.4
2016,27,121,39000475.05
2016,27,123,2462611980
2016,27,125,12680852.51
2016,27,127,78370898.14
2016,27,129,101565618.2
2016,27,131,383676006.6
2016,27,133,88810431.43
2016,27,135,81879140.63
2016,27,137,861457455.6
2016,27,139,589546418.1
2016,27,141,521454298
2016,27,143,30852726.89
2016,27,145,1053084770
2016,27,147,307866471.6
2016,27,149,23545517.86
2016,27,151,48520095.89
2016,27,153,156917165.6
2016,27,155,0
2016,27,157,60496487.7
2016,27,159,90148307.1
2016,27,161,11338787.6
2016,27,163,1123128902
2016,27,165,80413999.08
2016,27,167,84697172.64
2016,27,169,351864535
2016,27,171,820178114.1
2016,27,173,35717282.3
2016,28,1,179887276.1
2016,28,3,220458494.7
2016,28,5,3245684.706
2016,28,7,12265280.74
2016,28,9,108627106.9
2016,28,11,180983229.1
2016,28,13,0
2016,28,15,138070468.1
2016,28,17,21550912.28
2016,28,19,410186.448
2016,28,21,42650712.73
2016,28,23,120311319.8
2016,28,25,94529887.08
2016,28,27,125250475.2
2016,28,29,224926387
2016,28,31,277206872.3
2016,28,33,982134738
2016,28,35,571672957
2016,28,37,81660112.69
2016,28,39,99419754.68
2016,28,41,57103489.82
2016,28,43,155725863
2016,28,45,450821473.6
2016,28,47,1442064758
2016,28,49,1890740766
2016,28,51,154936196.8
2016,28,53,50745685.16
2016,28,55,5291366.31
2016,28,57,155988617.7
2016,28,59,1131303873
2016,28,61,89569309.74
2016,28,63,42229329.61
2016,28,65,24905461.86
2016,28,67,481251886.6
2016,28,69,45723254.92
2016,28,71,252342872.4
2016,28,73,291536893.4
2016,28,75,579432378.8
2016,28,77,27789891.39
2016,28,79,74621399.8
2016,28,81,598944858.9
2016,28,83,116961436
2016,28,85,293457117.1
2016,28,87,290994833.1
2016,28,89,846392384.6
2016,28,91,95685742.53
2016,28,93,389621048.9
2016,28,95,206125042.1
2016,28,97,123934572.3
2016,28,99,30241871.79
2016,28,101,179722228.8
2016,28,103,71649291.31
2016,28,105,236163965.4
2016,28,107,345958629.5
2016,28,109,312880069.9
2016,28,111,72539333.4
2016,28,113,279540360.2
2016,28,115,109694787.1
2016,28,117,120325456.2
2016,28,119,25426652.08
2016,28,121,1236947182
2016,28,123,201444057.6
2016,28,125,30795706.28
2016,28,127,206867978.1
2016,28,129,0
2016,28,131,113874187.2
2016,28,133,104239065.5
2016,28,135,0
2016,28,137,143358360.7
2016,28,139,98367198.71
2016,28,141,82506313.11
2016,28,143,134222357.2
2016,28,145,243818380.7
2016,28,147,38923592.36
2016,28,149,357998202.4
2016,28,151,206426232.2
2016,28,153,115570193.1
2016,28,155,47272434.83
2016,28,157,56894019.61
2016,28,159,75987961.45
2016,28,161,142467864.4
2016,28,163,199147745.1
2016,29,1,68551308.46
2016,29,3,127880993.7
2016,29,5,126900457
2016,29,7,62759919.54
2016,29,9,123566252.6
2016,29,11,91254723.64
2016,29,13,144875749.1
2016,29,15,49721922.4
2016,29,17,35717202.14
2016,29,19,728687587.3
2016,29,21,482656853.7
2016,29,23,90197909.62
2016,29,25,127744.98
2016,29,27,502699929.1
2016,29,29,186978449.3
2016,29,31,393491710.1
2016,29,33,56500163.71
2016,29,35,1590544.5
2016,29,37,472115360.9
2016,29,39,16277491.69
2016,29,41,23615964.8
2016,29,43,257317440.8
2016,29,45,18371345.11
2016,29,47,1592645939
2016,29,49,175686069.4
2016,29,51,290734124.3
2016,29,53,299041006.7
2016,29,55,274282686.4
2016,29,57,0
2016,29,59,33904122.69
2016,29,61,155072983.8
2016,29,63,31767961.86
2016,29,65,0
2016,29,67,0
2016,29,69,106358915.9
2016,29,71,778509044.5
2016,29,73,22790439.36
2016,29,75,17169849.46
2016,29,77,1723441169
2016,29,79,50740389.5
2016,29,81,148749669.5
2016,29,83,158090514.3
2016,29,85,40149643.31
2016,29,87,169103209.8
2016,29,89,0
2016,29,91,77512035.95
2016,29,93,0
2016,29,95,4295255247
2016,29,97,657808189
2016,29,99,1268865491
2016,29,101,261187607.2
2016,29,103,17375458.01
2016,29,105,403245404.4
2016,29,107,447243769
2016,29,109,333008111.1
2016,29,111,19541306.57
2016,29,113,67026632.25
2016,29,115,0
2016,29,117,57107023.19
2016,29,119,86859541.27
2016,29,121,43521109.78
2016,29,123,17979333.86
2016,29,125,52071641.67
2016,29,127,87985572.47
2016,29,129,18746256.11
2016,29,131,0
2016,29,133,101563348.2
2016,29,135,44099917.91
2016,29,137,34632726.58
2016,29,139,252363657.9
2016,29,141,72328535.33
2016,29,143,263924469.2
2016,29,145,411917205.3
2016,29,147,60412728.97
2016,29,149,37974456.27
2016,29,151,67586682.89
2016,29,153,0
2016,29,155,234068772.8
2016,29,157,137254580.5
2016,29,159,228459745.2
2016,29,161,416175056.4
2016,29,163,47759650.37
2016,29,165,974385021.5
2016,29,167,37232268.66
2016,29,169,244927120.9
2016,29,171,0
2016,29,173,48690554.17
2016,29,175,67964966.95
2016,29,177,53002981.37
2016,29,179,2919608.352
2016,29,181,0
2016,29,183,2357552747
2016,29,185,11100657.02
2016,29,186,205259487.6
2016,29,187,201918335
2016,29,189,7762028034
2016,29,195,267573724.5
2016,29,197,26741119.49
2016,29,199,0
2016,29,201,217634458.5
2016,29,203,0
2016,29,205,0
2016,29,207,19866772.07
2016,29,209,105849986.4
2016,29,211,19770047.42
2016,29,213,117808208.8
2016,29,215,78295207.15
2016,29,217,189773936.1
2016,29,219,265561031.9
2016,29,221,75079086.09
2016,29,223,31226327.98
2016,29,225,233036887
2016,29,227,0
2016,29,229,0
2016,29,510,1713903546
2016,30,1,130349863.5
2016,30,3,206134538.3
2016,30,5,47504393.55
2016,30,7,118921223.3
2016,30,9,62423265.42
2016,30,11,28223681.54
2016,30,13,361847240.7
2016,30,15,53586586.67
2016,30,17,106968038.8
2016,30,19,0
2016,30,21,118039935.1
2016,30,23,46821382.65
2016,30,25,0
2016,30,27,84571193.98
2016,30,29,503292282.9
2016,30,31,583414153.9
2016,30,33,22045998.65
2016,30,35,52827134.48
2016,30,37,24186218.79
2016,30,39,98238425.63
2016,30,41,71807968.41
2016,30,43,216963831.9
2016,30,45,53624587.72
2016,30,47,211400567.1
2016,30,49,259422966
2016,30,51,12740420.11
2016,30,53,92470852.33
2016,30,55,11554305.97
2016,30,57,31621750.72
2016,30,59,0
2016,30,61,195754391.8
2016,30,63,649624130.4
2016,30,65,33065018.65
2016,30,67,207013922.1
2016,30,69,8673244.374
2016,30,71,45950941.32
2016,30,73,36518783.87
2016,30,75,52367306.72
2016,30,77,159778802.4
2016,30,79,45451119.64
2016,30,81,160232621.6
2016,30,83,82086785.61
2016,30,85,70381296.75
2016,30,87,96244510.34
2016,30,89,0
2016,30,91,18057518.05
2016,30,93,190203107.7
2016,30,95,154018600.7
2016,30,97,134918722
2016,30,99,29898912.95
2016,30,101,61020063.14
2016,30,103,45331888.55
2016,30,105,53017306.61
2016,30,107,27089002.12
2016,30,109,21480429.83
2016,30,111,794481948
2016,31,1,64105357.5
2016,31,3,46789421.7
2016,31,5,0
2016,31,7,0
2016,31,9,8799280.5
2016,31,11,0
2016,31,13,39721431
2016,31,15,6716923.5
2016,31,17,21883030.2
2016,31,19,307084229.7
2016,31,21,22086251.7
2016,31,23,43681056.9
2016,31,25,280013771.7
2016,31,27,59080488.6
2016,31,29,13773495
2016,31,31,77876107.5
2016,31,33,140287543.8
2016,31,35,0
2016,31,37,18124100.4
2016,31,39,63837793.2
2016,31,41,56292977.7
2016,31,43,103170550.5
2016,31,45,63601942.8
2016,31,47,306312482.1
2016,31,49,111932883.3
2016,31,51,16015318.2
2016,31,53,157108995.3
2016,31,55,2612684782
2016,31,57,18212123.4
2016,31,59,0
2016,31,61,0
2016,31,63,17773875
2016,31,65,32049430.5
2016,31,67,77526522.6
2016,31,69,26283924
2016,31,71,0
2016,31,73,0
2016,31,75,9027957.3
2016,31,77,13532063.1
2016,31,79,324270656.4
2016,31,81,211399312.5
2016,31,83,34431614.7
2016,31,85,6871704.9
2016,31,87,30954157.2
2016,31,89,90919139.7
2016,31,91,7126367.7
2016,31,93,34224294
2016,31,95,21147919.2
2016,31,97,13890194.1
2016,31,99,30391944.6
2016,31,101,284071137.9
2016,31,103,0
2016,31,105,107054908.5
2016,31,107,0
2016,31,109,1054114883
2016,31,111,429745213.5
2016,31,113,13902455.1
2016,31,115,0
2016,31,117,99184151.7
2016,31,119,0
2016,31,121,80288578.2
2016,31,123,91532519.1
2016,31,125,0
2016,31,127,57323304.3
2016,31,129,0
2016,31,131,41746618.8
2016,31,133,0
2016,31,135,0
2016,31,137,67675467.9
2016,31,139,63365031
2016,31,141,73761004.8
2016,31,143,32486599.2
2016,31,145,72047795.4
2016,31,147,37419108
2016,31,149,19394523
2016,31,151,0
2016,31,153,846142341.1
2016,31,155,66799886.1
2016,31,157,53945380.5
2016,31,159,262675253.7
2016,31,161,40638389.1
2016,31,163,12761889.3
2016,31,165,7140678.3
2016,31,167,37528670.1
2016,31,169,5415079.8
2016,31,171,22059094.5
2016,31,173,32272178.1
2016,31,175,0
2016,31,177,80523952.8
2016,31,179,0
2016,31,181,0
2016,31,183,10649996.1
2016,31,185,270267667.5
2016,32,1,252334549.6
2016,32,3,7953569131
2016,32,5,317846441.4
2016,32,7,493607620.2
2016,32,9,84454317
2016,32,11,84242556.72
2016,32,13,253332390
2016,32,15,93484082.34
2016,32,17,68314961.4
2016,32,19,246006863.4
2016,32,21,108010040.4
2016,32,23,236237686.6
2016,32,27,232284462
2016,32,29,20334154.8
2016,32,31,2322885758
2016,32,33,123441189.7
2016,32,510,157852835.4
2016,33,1,264146302.1
2016,33,3,275137825.6
2016,33,5,254184522.9
2016,33,7,81383426.94
2016,33,9,393502707.7
2016,33,11,1743693352
2016,33,13,1334230291
2016,33,15,1902576695
2016,33,17,490214811.9
2016,33,19,82984064.26
2016,34,1,1264015814
2016,34,3,4931664061
2016,34,5,2994433143
2016,34,7,2604761500
2016,34,9,343103753.7
2016,34,11,283788970.2
2016,34,13,3331251612
2016,34,15,1818912337
2016,34,17,1510720039
2016,34,19,1220012220
2016,34,21,2339042045
2016,34,23,5762373551
2016,34,25,3833585905
2016,34,27,3390777467
2016,34,29,2474772190
2016,34,31,1914104498
2016,34,33,304789874.5
2016,34,35,2032660887
2016,34,37,408384490.9
2016,34,39,2994048938
2016,34,41,938959516.6
2016,35,1,3950787016
2016,35,3,14912258.98
2016,35,5,306250904.8
2016,35,6,550349279.9
2016,35,7,177723575.6
2016,35,9,156535090.8
2016,35,11,53906469.94
2016,35,13,1176902387
2016,35,15,347969687.1
2016,35,17,178826563.1
2016,35,19,459535632.3
2016,35,21,0
2016,35,23,164174149.1
2016,35,25,258982310
2016,35,27,199430122.5
2016,35,28,19525867.96
2016,35,29,348324325
2016,35,31,897610476.2
2016,35,33,84662686.66
2016,35,35,402335541.9
2016,35,37,389848298.7
2016,35,39,167729675.5
2016,35,41,108545113.7
2016,35,43,886916935.7
2016,35,45,855419587.2
2016,35,47,211559197
2016,35,49,1067723218
2016,35,51,156407195.1
2016,35,53,277286101.1
2016,35,55,107275355.8
2016,35,57,388519778.7
2016,35,59,88438213.09
2016,35,61,278490384.2
2016,36,1,2193617794
2016,36,3,117596579.6
2016,36,5,2306729834
2016,36,7,719073139.9
2016,36,9,360948442.4
2016,36,11,326920522
2016,36,13,722744690.8
2016,36,15,452574891.7
2016,36,17,215611694.3
2016,36,19,348482756.9
2016,36,21,288891573.8
2016,36,23,309750997.2
2016,36,25,148421725.4
2016,36,27,1233561953
2016,36,29,4427142141
2016,36,31,265411557.5
2016,36,33,180061418.9
2016,36,35,159150649.4
2016,36,37,555091231.9
2016,36,39,349520893.9
2016,36,41,41486154.9
2016,36,43,349319114.5
2016,36,45,511927084.1
2016,36,47,2838161226
2016,36,49,111807890.6
2016,36,51,265215176.6
2016,36,53,367019178.2
2016,36,55,2837203525
2016,36,57,405152791.4
2016,36,59,5449592575
2016,36,61,2268645067
2016,36,63,547488021.1
2016,36,65,965649239.4
2016,36,67,2449790084
2016,36,69,702319709.5
2016,36,71,2174106228
2016,36,73,86302401.06
2016,36,75,371152412.6
2016,36,77,212318887.5
2016,36,79,636666054.8
2016,36,81,5094372867
2016,36,83,549987307
2016,36,85,1376514775
2016,36,87,1721188416
2016,36,89,366436323.2
2016,36,91,1319200101
2016,36,93,621347095.6
2016,36,95,98495650.8
2016,36,97,40882258.56
2016,36,99,221621403.4
2016,36,101,561230157.2
2016,36,103,7098303164
2016,36,105,208492793
2016,36,107,180446813.3
2016,36,109,211786796.7
2016,36,111,1168431572
2016,36,113,469349506.2
2016,36,115,134379817
2016,36,117,239774278.7
2016,36,119,5391210232
2016,36,121,7450039.8
2016,36,123,26950494.18
2016,37,1,831788911.8
2016,37,3,0
2016,37,5,0
2016,37,7,214702371
2016,37,9,0
2016,37,11,57476742.48
2016,37,13,112532519.4
2016,37,15,104235702
2016,37,17,61085802.6
2016,37,19,699206473.2
2016,37,21,1771466242
2016,37,23,542808195
2016,37,25,885094432.8
2016,37,27,291558052.2
2016,37,29,54724612.8
2016,37,31,388349167.8
2016,37,33,34674484.98
2016,37,35,942283177.2
2016,37,37,311440050.6
2016,37,39,140323338.6
2016,37,41,11681256
2016,37,43,0
2016,37,45,434667309.6
2016,37,47,138837891
2016,37,49,494964528.6
2016,37,51,1707657449
2016,37,53,0
2016,37,55,240897064.2
2016,37,57,1036662660
2016,37,59,238205610
2016,37,61,299603244.6
2016,37,63,2020788187
2016,37,65,106122688.2
2016,37,67,1974150641
2016,37,69,187764771
2016,37,71,1306009219
2016,37,73,58241726.4
2016,37,75,5834296.2
2016,37,77,340415209.2
2016,37,79,331962
2016,37,81,3418192110
2016,37,83,404875129.2
2016,37,85,483343992
2016,37,87,611632884.6
2016,37,89,540505725.6
2016,37,91,18535667.4
2016,37,93,100990709.4
2016,37,95,0
2016,37,97,1218733738
2016,37,99,287463763.9
2016,37,101,1181032919
2016,37,103,68291500.8
2016,37,105,314797418.7
2016,37,107,292992261.3
2016,37,109,357878167.2
2016,37,111,411967074.6
2016,37,113,146088460.8
2016,37,115,92791101.6
2016,37,117,151228821
2016,37,119,6884924811
2016,37,121,29920683
2016,37,123,104994163.8
2016,37,125,253281589.2
2016,37,127,694609429
2016,37,129,1103622602
2016,37,131,184845690.4
2016,37,133,755444605.8
2016,37,135,1027312334
2016,37,137,0
2016,37,139,131526272.4
2016,37,141,417403711.8
2016,37,143,101683218
2016,37,145,89848425
2016,37,147,495725076.6
2016,37,149,161614620
2016,37,151,788684323.2
2016,37,153,261942466.8
2016,37,155,850207678.8
2016,37,157,293759761.8
2016,37,159,804284451
2016,37,161,100609666.8
2016,37,163,267034368.6
2016,37,165,184947486
2016,37,167,145795917
2016,37,169,21981960
2016,37,171,365703174
2016,37,173,24441406.8
2016,37,175,74642881.8
2016,37,177,41751633
2016,37,179,391262418
2016,37,181,253148731.2
2016,37,183,5480636492
2016,37,185,123143994
2016,37,187,0
2016,37,189,258275695.8
2016,37,191,404352820.5
2016,37,193,172288424.4
2016,37,195,502266228.6
2016,37,197,151704072
2016,37,199,83529764.4
2016,38,1,18206947.43
2016,38,3,171982571.7
2016,38,5,54093704.93
2016,38,7,63061904.31
2016,38,9,41671491.44
2016,38,11,26518151.92
2016,38,13,18606204.38
2016,38,15,431985532.8
2016,38,17,810803633.5
2016,38,19,23805194.86
2016,38,21,13342247.08
2016,38,23,17576637.6
2016,38,25,28414681.94
2016,38,27,12508624.25
2016,38,29,38455356.11
2016,38,31,31845643.16
2016,38,33,29316014.4
2016,38,35,352063138.3
2016,38,37,8688889.41
2016,38,39,13045169.64
2016,38,41,20354901.88
2016,38,43,92045643.05
2016,38,45,35229139.68
2016,38,47,6471449.13
2016,38,49,73864164.46
2016,38,51,7620344.724
2016,38,53,250565008.4
2016,38,55,119651961.6
2016,38,57,59311561.24
2016,38,59,333199918.9
2016,38,61,138881627.6
2016,38,63,39670737.07
2016,38,65,8071778.64
2016,38,67,56539835.55
2016,38,69,39404719.85
2016,38,71,85216208.22
2016,38,73,0
2016,38,75,15639657.26
2016,38,77,158321976
2016,38,79,48640270.16
2016,38,81,22063022.05
2016,38,83,8737145.412
2016,38,85,6197798.25
2016,38,87,21088966.12
2016,38,89,241155134.5
2016,38,91,8330989.722
2016,38,93,248188168.1
2016,38,95,14732382.43
2016,38,97,144539704.7
2016,38,99,72835942.36
2016,38,101,391582508.8
2016,38,103,47497070.99
2016,38,105,219677980
2016,39,1,82720692.12
2016,39,3,485890262.4
2016,39,5,468425621.9
2016,39,7,375953573.1
2016,39,9,291313261.5
2016,39,11,288277473.4
2016,39,13,582154511.1
2016,39,15,190743884
2016,39,17,1256826568
2016,39,19,0
2016,39,21,76474670.08
2016,39,23,846717144.1
2016,39,25,774011978
2016,39,27,262455576.1
2016,39,29,145697995.2
2016,39,31,85138550.34
